Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2018,08,08,18,Scattered Clouds,,,60.8,72.0,19.6,10.0,No
2018,03,06,09,Partly Cloudy,,,69.1,57.0,6.9,10.0,No
2020,30,05,01,Mostly Cloudy,67.0,0.0,67.0,59.0,16.0,10.0,No
2016,13,09,14,Mostly Cloudy,,,69.1,53.0,4.6,10.0,No
2016,21,12,16,Partly Cloudy,,,59.0,48.0,9.2,10.0,No
2018,14,02,08,Scattered Clouds,,,48.9,61.0,,10.0,No
2020,30,12,13,Fair,56.0,0.0,56.0,67.0,3.0,10.0,No
2019,28,04,00,Mostly Cloudy,55.0,0.0,55.0,74.0,10.0,9.0,No
2020,22,10,16,Fair,64.0,0.0,64.0,65.0,20.0,10.0,No
2018,08,02,18,Partly Cloudy,,,61.0,64.0,,10.0,No
2019,15,10,17,Fair,65.0,0.0,65.0,63.0,10.0,10.0,No
2019,23,04,07,Fair,61.0,0.0,61.0,64.0,0.0,10.0,No
2020,07,02,20,Fair,50.0,0.0,50.0,86.0,20.0,10.0,No
2020,16,04,00,Mostly Cloudy,55.0,0.0,55.0,80.0,9.0,9.0,No
2019,30,09,09,Fair,63.0,0.0,63.0,54.0,9.0,10.0,No
2019,11,06,07,Fair,71.0,0.0,71.0,68.0,5.0,10.0,No
2020,12,02,08,Fair,55.0,0.0,55.0,72.0,0.0,10.0,No
2020,27,06,15,Fair,71.0,0.0,71.0,57.0,20.0,10.0,No
2017,19,06,17,Partly Cloudy,,,75.0,55.0,15.0,10.0,No
2020,20,03,17,Partly Cloudy,62.0,0.0,62.0,52.0,9.0,10.0,No
2018,13,09,09,Mostly Cloudy,,,61.0,64.0,13.8,10.0,No
2019,09,08,05,Cloudy,62.0,0.0,62.0,78.0,7.0,10.0,No
2019,09,07,10,Cloudy,63.0,0.0,63.0,72.0,9.0,10.0,No
2018,01,04,09,Partly Cloudy,,,57.9,78.0,3.5,10.0,No
2019,11,07,16,Fair,70.0,0.0,70.0,65.0,18.0,10.0,No
2017,17,04,08,Light Rain,,0.0,57.0,83.0,,9.0,No
2019,13,09,15,Partly Cloudy,94.0,0.0,94.0,22.0,13.0,10.0,No
2019,24,06,13,Mostly Cloudy,72.0,0.0,72.0,55.0,15.0,10.0,No
2019,24,10,18,Mostly Cloudy,85.0,0.0,85.0,12.0,8.0,10.0,No
2018,09,02,05,Clear,,,46.9,93.0,,10.0,No
2018,28,12,02,Partly Cloudy,,,53.1,45.0,19.6,10.0,No
2020,08,02,02,Mostly Cloudy,51.0,0.0,51.0,83.0,9.0,10.0,No
2016,27,07,16,Partly Cloudy,,,73.0,55.0,17.3,10.0,No
2016,22,11,21,Overcast,,,57.0,77.0,16.1,10.0,No
2018,19,06,08,Overcast,,,57.0,81.0,8.1,10.0,No
2019,17,05,05,Cloudy,55.0,0.0,55.0,72.0,12.0,10.0,No
2020,04,04,17,Rain,58.0,0.03,58.0,87.0,15.0,2.0,No
2016,01,11,06,Mostly Cloudy,,0.01,57.9,81.0,9.2,10.0,No
2017,23,01,13,Mostly Cloudy,,,52.0,77.0,6.9,10.0,No
2020,03,01,15,Mostly Cloudy,58.0,0.0,58.0,65.0,9.0,10.0,No
2017,07,04,19,Rain,,0.02,57.9,78.0,17.3,8.0,No
2019,11,10,12,Partly Cloudy,71.0,0.0,71.0,22.0,0.0,10.0,No
2018,15,10,16,Clear,,,79.0,19.0,4.6,10.0,No
2019,22,06,04,Fair,57.0,0.0,57.0,83.0,3.0,9.0,No
2020,24,05,05,Mostly Cloudy,53.0,0.0,53.0,80.0,3.0,10.0,No
2020,08,01,09,Mostly Cloudy,53.0,0.0,53.0,80.0,7.0,9.0,No
2017,14,01,21,Partly Cloudy,,,45.0,90.0,,10.0,No
2018,06,03,18,Mostly Cloudy,,,57.9,67.0,8.1,10.0,No
2019,26,12,01,Cloudy,45.0,0.0,49.0,64.0,8.0,10.0,No
2020,16,11,14,Fair,67.0,0.0,67.0,47.0,0.0,10.0,No
2017,27,01,15,Partly Cloudy,,,57.0,42.0,,10.0,No
2016,13,10,02,Mostly Cloudy,,,57.2,82.0,,10.0,No
2020,11,09,17,Smoke,67.0,0.0,67.0,66.0,18.0,2.0,No
2016,27,11,16,Mostly Cloudy,,,55.0,64.0,10.4,10.0,No
2016,29,06,11,Overcast,,,60.1,69.0,10.4,10.0,No
2019,06,11,18,Fair,55.0,0.0,55.0,77.0,17.0,10.0,No
2018,21,04,21,Clear,,,55.9,84.0,9.2,10.0,No
2018,05,08,23,Partly Cloudy,,,60.1,69.0,13.8,10.0,No
2016,15,08,09,Overcast,,,57.9,78.0,9.2,10.0,No
2016,12,05,17,Scattered Clouds,,,63.0,63.0,18.4,10.0,No
2017,20,06,16,Partly Cloudy,,,69.1,54.0,23.0,10.0,No
2016,02,06,10,Partly Cloudy,,,64.9,70.0,8.1,9.0,No
2018,20,10,08,Scattered Clouds,,,55.9,93.0,,3.0,No
2017,13,01,13,Clear,,,53.1,59.0,3.5,10.0,No
2019,15,10,17,Fair,64.0,0.0,64.0,65.0,0.0,10.0,No
2019,21,09,14,Fair,84.0,0.0,84.0,29.0,9.0,10.0,No
2017,28,12,11,Partly Cloudy,,,53.1,80.0,6.9,10.0,No
2019,15,02,06,Overcast,40.1,0.01,45.0,80.0,9.2,10.0,No
2017,21,01,15,Overcast,,,55.9,69.0,8.1,10.0,No
2019,10,11,14,Fair,63.0,0.0,63.0,65.0,7.0,10.0,No
2020,20,04,17,Mostly Cloudy,61.0,0.0,61.0,60.0,20.0,10.0,No
2016,06,09,10,Clear,,,64.9,68.0,4.6,10.0,No
2018,22,08,11,Overcast,,,64.0,70.0,9.2,9.0,No
2018,03,01,16,Light Rain,,0.0,55.0,83.0,4.6,5.0,No
2017,30,08,17,Clear,,,66.0,73.0,13.8,10.0,No
2019,22,08,09,Mostly Cloudy,70.0,0.0,70.0,73.0,9.0,10.0,No
2016,05,08,11,Overcast,,,62.1,78.0,9.2,10.0,No
2016,21,12,14,Partly Cloudy,,,64.9,37.0,11.5,10.0,No
2016,01,12,12,Partly Cloudy,,,59.0,49.0,10.4,10.0,No
2016,19,10,09,Partly Cloudy,,,60.1,72.0,,10.0,No
2019,28,04,07,Fair,51.0,0.0,51.0,77.0,5.0,10.0,No
2018,30,08,01,Overcast,,,64.9,70.0,4.6,10.0,No
2020,26,05,08,Fair,69.0,0.0,69.0,65.0,0.0,10.0,No
2019,13,07,05,Mostly Cloudy,56.0,0.0,56.0,87.0,6.0,10.0,No
2019,19,10,20,Cloudy,58.0,0.0,58.0,87.0,0.0,10.0,No
2020,16,03,14,Mostly Cloudy,52.0,0.0,52.0,61.0,3.0,10.0,No
2018,17,03,13,Mostly Cloudy,,,54.0,66.0,9.2,10.0,No
2020,09,06,06,Fair,55.0,0.0,55.0,62.0,5.0,10.0,No
2019,28,09,20,Fair / Windy,60.0,0.0,60.0,62.0,24.0,10.0,No
2018,26,03,02,Clear,,,48.0,71.0,8.1,10.0,No
2017,06,10,09,Clear,,,63.0,65.0,3.5,10.0,No
2017,18,01,23,Mostly Cloudy,,0.0,54.0,83.0,11.5,10.0,No
2020,07,01,15,Mostly Cloudy,55.0,0.0,55.0,69.0,18.0,10.0,No
2018,07,08,09,Mostly Cloudy,,,57.0,81.0,15.0,10.0,No
2018,09,11,08,Smoke,,,59.0,24.0,10.4,3.0,No
2019,27,12,20,Fair,51.0,0.0,51.0,86.0,12.0,10.0,No
2016,22,11,19,Mostly Cloudy,,,57.0,77.0,5.8,10.0,No
2016,01,09,06,Overcast,,,59.0,83.0,8.1,10.0,No
2019,31,07,12,Fair,73.0,0.0,73.0,55.0,7.0,10.0,No
2019,29,06,02,Fair,55.0,0.0,55.0,83.0,17.0,10.0,No
2019,14,01,07,Overcast,,,52.0,74.0,8.1,10.0,No
2018,04,12,06,Overcast,,,50.0,61.0,5.8,10.0,No
2017,13,09,17,Mostly Cloudy,,,69.1,78.0,18.4,10.0,No
2020,18,03,09,Cloudy,50.0,0.0,50.0,68.0,7.0,10.0,No
2020,16,05,21,Mostly Cloudy,64.0,0.0,64.0,67.0,7.0,10.0,No
2018,20,12,15,Overcast,,,52.0,89.0,,5.0,No
2017,02,01,20,Mostly Cloudy,,,50.0,74.0,9.2,10.0,No
2020,11,12,20,Light Rain,55.0,0.07,55.0,80.0,10.0,8.0,No
2019,15,04,07,Cloudy,53.0,0.0,53.0,66.0,12.0,10.0,No
2018,09,10,18,Partly Cloudy,,,61.0,72.0,11.5,10.0,No
2020,26,12,13,Mostly Cloudy,61.0,0.0,61.0,60.0,13.0,10.0,No
2018,28,01,13,Partly Cloudy,,,66.9,44.0,13.8,10.0,No
2019,01,08,11,Partly Cloudy,68.0,0.0,68.0,63.0,20.0,10.0,No
2020,12,12,03,Cloudy / Windy,58.0,0.01,58.0,90.0,22.0,6.0,No
2020,25,11,16,Fair,59.0,0.0,59.0,58.0,14.0,10.0,No
2019,04,03,08,Overcast,,,51.1,77.0,8.1,9.0,No
2020,19,02,10,Fair,54.0,0.0,54.0,72.0,6.0,9.0,No
2016,05,10,22,Clear,,,59.0,78.0,,10.0,No
2017,08,06,18,Overcast,,,63.0,90.0,3.5,10.0,No
2020,30,04,23,Mostly Cloudy / Windy,53.0,0.0,53.0,80.0,23.0,10.0,No
2018,27,09,09,Overcast,,,54.0,93.0,5.8,3.0,No
2018,22,01,03,Light Rain,,0.03,51.1,96.0,11.5,5.0,No
2016,08,09,18,Partly Cloudy,,,64.9,73.0,15.0,10.0,No
2019,10,09,16,Fair,72.0,0.0,72.0,59.0,17.0,10.0,No
2016,10,10,14,Scattered Clouds,,,66.0,60.0,16.1,10.0,No
2019,15,12,21,Mostly Cloudy,45.0,0.0,47.0,83.0,5.0,10.0,No
2017,11,06,10,Partly Cloudy,,,60.1,55.0,25.3,10.0,No
2020,12,12,17,Mostly Cloudy,55.0,0.0,55.0,67.0,6.0,10.0,No
2018,22,03,17,Scattered Clouds,,,54.0,47.0,25.3,10.0,No
2018,23,03,06,Partly Cloudy,38.4,,42.1,85.0,5.8,10.0,No
2020,05,02,17,Partly Cloudy,55.0,0.0,55.0,59.0,16.0,10.0,No
2020,05,11,13,Fair,75.0,0.0,75.0,57.0,9.0,10.0,No
2019,07,11,08,Fog,52.0,0.0,52.0,86.0,5.0,0.5,No
2018,20,06,18,Partly Cloudy,,,60.1,78.0,21.9,10.0,No
2019,02,05,08,Fair,56.0,0.0,56.0,75.0,7.0,10.0,No
2020,11,02,06,Fair,53.0,0.0,53.0,55.0,3.0,10.0,No
2019,01,11,07,Fair,49.0,0.0,49.0,56.0,0.0,10.0,No
2020,24,03,12,Light Rain / Windy,56.0,0.0,56.0,69.0,24.0,10.0,No
2020,10,08,09,Mostly Cloudy,66.0,0.0,66.0,75.0,3.0,8.0,No
2020,22,01,18,Fair,56.0,0.0,56.0,67.0,0.0,10.0,No
2019,19,01,06,Mostly Cloudy,,,57.9,72.0,,10.0,No
2020,28,01,16,Mostly Cloudy,58.0,0.0,58.0,72.0,8.0,10.0,No
2017,21,06,08,Partly Cloudy,,,64.0,75.0,4.6,10.0,No
2016,23,11,15,Partly Cloudy,,,57.0,55.0,16.1,10.0,No
2018,28,02,23,Rain,,0.1,52.0,86.0,15.0,5.0,No
2020,15,10,01,Fair,67.0,0.0,67.0,61.0,0.0,10.0,No
2017,23,05,05,Partly Cloudy,,,53.1,89.0,8.1,10.0,No
2020,20,03,18,Partly Cloudy,62.0,0.0,62.0,50.0,8.0,10.0,No
2016,22,06,13,Scattered Clouds,,,63.0,63.0,18.4,10.0,No
2019,24,10,13,Fair,89.0,0.0,89.0,10.0,13.0,10.0,No
2020,23,02,09,Mostly Cloudy,53.0,0.0,53.0,74.0,20.0,10.0,No
2017,13,01,15,Clear,,,57.0,44.0,,10.0,No
2019,12,09,14,Fair,84.0,0.0,84.0,37.0,10.0,10.0,No
2016,03,08,00,Partly Cloudy,,,57.9,81.0,8.1,10.0,No
2020,22,11,01,Fair,47.0,0.0,47.0,71.0,0.0,10.0,No
2017,22,02,22,Partly Cloudy,,,48.0,58.0,16.1,10.0,No
2018,19,02,12,Mostly Cloudy,,,51.1,41.0,9.2,10.0,No
2019,10,09,06,Fair,59.0,0.0,59.0,83.0,17.0,10.0,No
2019,29,05,10,Partly Cloudy,60.0,0.0,60.0,75.0,3.0,8.0,No
2020,01,04,09,Fair,57.0,0.0,57.0,47.0,9.0,10.0,No
2016,15,12,15,Rain,,0.31,61.0,83.0,31.1,1.5,No
2018,27,11,04,Scattered Clouds,,,52.0,89.0,,10.0,No
2017,22,02,09,Partly Cloudy,,,52.0,66.0,11.5,10.0,No
2018,28,11,16,Light Rain,,0.0,62.1,75.0,8.1,10.0,No
2017,05,01,05,Mostly Cloudy,41.4,,46.0,73.0,9.2,10.0,No
2020,08,02,07,Fog,50.0,0.0,50.0,89.0,12.0,2.0,No
2016,12,10,18,Scattered Clouds,,,57.2,77.0,12.7,10.0,No
2018,28,02,09,Overcast,,,48.0,68.0,15.0,10.0,No
2016,12,05,16,Scattered Clouds,,,64.9,56.0,17.3,10.0,No
2020,11,11,01,Mostly Cloudy,55.0,0.0,55.0,80.0,3.0,10.0,No
2020,31,12,09,Mostly Cloudy,53.0,0.0,53.0,69.0,10.0,10.0,No
2018,04,09,09,Overcast,,,61.0,81.0,3.5,9.0,No
2016,20,10,22,Clear,,,62.1,78.0,6.9,10.0,No
2020,06,10,08,Fair,60.0,0.0,60.0,86.0,0.0,10.0,No
2020,24,10,21,Partly Cloudy,59.0,0.0,59.0,81.0,8.0,10.0,No
2018,03,07,13,Partly Cloudy,,,75.0,44.0,13.8,10.0,No
2017,09,02,14,Light Rain,,0.01,60.1,93.0,12.7,2.0,No
2019,03,03,23,Mostly Cloudy,,,53.1,69.0,5.8,10.0,No
2017,06,04,20,Light Rain,,0.02,54.0,64.0,40.3,9.0,No
2017,24,06,23,Overcast,,,57.9,87.0,17.3,10.0,No
2016,02,06,15,Partly Cloudy,,,72.0,53.0,12.7,10.0,No
2019,12,02,05,Mostly Cloudy,40.2,,42.1,79.0,3.5,10.0,No
2017,19,01,22,Light Rain,,0.0,52.0,80.0,15.0,10.0,No
2016,14,10,10,Light Rain,,0.0,66.0,90.0,12.7,5.0,No
2019,24,01,18,Partly Cloudy,,,57.9,53.0,9.2,10.0,No
2019,25,12,20,Cloudy / Windy,51.0,0.0,51.0,74.0,30.0,7.0,No
2019,17,06,20,Partly Cloudy,62.0,0.0,62.0,72.0,6.0,10.0,No
2018,11,04,21,Mostly Cloudy,,0.03,52.0,93.0,11.5,10.0,No
2019,01,10,18,Fair,61.0,0.0,61.0,50.0,16.0,10.0,No
2019,29,11,09,Fair,42.0,0.0,46.0,79.0,8.0,10.0,No
2020,26,02,09,Fair,58.0,0.0,58.0,75.0,0.0,10.0,No
2019,07,12,12,Light Rain,61.0,0.02,61.0,78.0,16.0,2.0,No
2020,13,05,00,Cloudy,59.0,0.0,59.0,69.0,10.0,10.0,No
2019,16,12,18,Mostly Cloudy,45.0,0.0,48.0,48.0,7.0,10.0,No
2017,31,08,13,Clear,,,81.0,42.0,8.1,10.0,No
2020,18,07,11,Fair,67.0,0.0,67.0,73.0,10.0,10.0,No
2019,12,04,20,Fair,61.0,0.0,61.0,67.0,13.0,10.0,No
2017,18,01,15,Light Rain,,0.02,52.0,86.0,32.2,10.0,No
2017,28,09,15,Partly Cloudy,,,75.0,53.0,12.7,10.0,No
2019,17,12,09,Mostly Cloudy,48.0,0.0,48.0,74.0,0.0,9.0,No
2016,29,12,17,Mostly Cloudy,,,55.9,55.0,,10.0,No
2018,16,01,07,Overcast,,,55.0,86.0,4.6,9.0,No
2019,18,10,00,Fair,56.0,0.0,56.0,72.0,10.0,10.0,No
2020,06,05,14,Partly Cloudy / Windy,71.0,0.0,71.0,39.0,23.0,10.0,No
2019,15,02,21,Mostly Cloudy,,0.0,48.0,83.0,12.7,10.0,No
2018,30,11,00,Scattered Clouds,,,55.0,72.0,23.0,10.0,No
2018,31,12,01,Partly Cloudy,,,48.9,64.0,5.8,10.0,No
2020,21,02,20,Mostly Cloudy,64.0,0.0,64.0,43.0,8.0,10.0,No
2020,16,01,13,Cloudy,43.0,0.01,48.0,83.0,13.0,8.0,No
2020,11,01,17,Partly Cloudy,52.0,0.0,52.0,71.0,15.0,10.0,No
2018,28,06,13,Clear,,,66.0,60.0,15.0,10.0,No
2020,16,11,19,Fair,59.0,0.0,59.0,53.0,5.0,10.0,No
2018,01,02,06,Scattered Clouds,,,51.1,86.0,3.5,10.0,No
2020,19,09,21,Fair,69.0,0.0,69.0,70.0,7.0,10.0,No
2019,07,01,15,Mostly Cloudy,,,55.0,83.0,4.6,10.0,No
2019,05,08,18,Cloudy,65.0,0.0,65.0,75.0,17.0,10.0,No
2019,16,07,18,Fair / Windy,67.0,0.0,67.0,61.0,28.0,10.0,No
2018,28,06,14,Clear,,,66.0,60.0,15.0,10.0,No
2016,11,05,11,Mostly Cloudy,,,61.0,83.0,9.2,10.0,No
2019,06,09,16,Fair,67.0,0.0,67.0,68.0,20.0,10.0,No
2019,02,09,13,Fair,70.0,0.0,70.0,61.0,20.0,10.0,No
2016,10,10,19,Scattered Clouds,,,60.1,78.0,13.8,10.0,No
2017,27,02,10,Partly Cloudy,,,50.0,66.0,5.8,10.0,No
2018,27,06,09,Scattered Clouds,,,66.0,60.0,3.5,10.0,No
2017,14,04,18,Scattered Clouds,,,57.9,53.0,25.3,10.0,No
2017,12,07,07,Partly Cloudy,,,57.0,81.0,6.9,10.0,No
2017,15,03,16,Mostly Cloudy,,,57.9,75.0,16.1,10.0,No
2020,02,02,16,Fair / Windy,57.0,0.0,57.0,40.0,23.0,10.0,No
2020,19,11,23,Fair,50.0,0.0,50.0,77.0,0.0,10.0,No
2016,01,06,02,Clear,,,55.9,84.0,6.9,10.0,No
2020,12,04,16,Fair,63.0,0.0,63.0,65.0,14.0,10.0,No
2018,10,10,13,Partly Cloudy,,,68.0,52.0,6.9,10.0,No
2017,18,08,20,Partly Cloudy,,,61.0,93.0,11.5,10.0,No
2019,18,12,15,Light Rain,56.0,0.02,56.0,87.0,9.0,4.0,No
2017,17,02,05,Rain,,0.11,55.0,100.0,10.4,4.0,No
2016,11,04,17,Mostly Cloudy,,,64.0,60.0,9.2,10.0,No
2019,16,05,13,Cloudy,56.0,0.01,56.0,69.0,13.0,10.0,No
2019,31,05,21,Partly Cloudy,54.0,0.0,54.0,86.0,17.0,10.0,No
2017,16,09,13,Scattered Clouds,,,69.1,63.0,10.4,10.0,No
2018,11,10,19,Clear,,,61.0,72.0,9.2,10.0,No
2019,25,02,03,Overcast,,,50.0,77.0,10.4,10.0,No
2019,09,02,07,Scattered Clouds,41.3,,43.0,86.0,3.5,10.0,No
2020,02,02,19,Mostly Cloudy / Windy,39.0,0.0,47.0,68.0,21.0,10.0,No
2019,17,08,10,Fair,70.0,0.0,70.0,61.0,7.0,10.0,No
2020,07,11,23,Mostly Cloudy,57.0,0.0,57.0,62.0,16.0,10.0,No
2020,07,03,09,Cloudy,53.0,0.01,53.0,80.0,7.0,8.0,No
2016,09,06,11,Mostly Cloudy,,,62.1,67.0,17.3,10.0,No
2020,12,06,17,Mostly Cloudy / Windy,64.0,0.0,64.0,65.0,23.0,10.0,No
2019,18,07,19,Mostly Cloudy,64.0,0.0,64.0,72.0,18.0,10.0,No
2019,01,05,16,Partly Cloudy / Windy,65.0,0.0,65.0,54.0,23.0,10.0,No
2018,06,09,06,Overcast,,,55.9,84.0,6.9,10.0,No
2020,30,12,18,Light Rain,54.0,0.0,54.0,75.0,3.0,9.0,No
2017,07,08,05,Overcast,,,61.0,90.0,9.2,10.0,No
2020,03,04,18,Fair / Windy,52.0,0.0,52.0,66.0,23.0,10.0,No
2019,31,01,04,Overcast,,0.0,52.0,89.0,6.9,9.0,No
2020,14,10,08,Fair,70.0,0.0,70.0,65.0,3.0,10.0,No
2020,06,02,01,Fair,47.0,0.0,47.0,74.0,0.0,10.0,No
2018,10,09,07,Partly Cloudy,,,55.0,83.0,,10.0,No
2017,13,09,19,Scattered Clouds,,,66.0,73.0,5.8,10.0,No
2020,07,02,14,Fair,64.0,0.0,64.0,54.0,12.0,9.0,No
2018,30,01,07,Mostly Cloudy,,,51.1,86.0,,10.0,No
2020,20,02,00,Partly Cloudy,50.0,0.0,50.0,68.0,3.0,10.0,No
2016,17,10,20,Partly Cloudy,,,63.0,75.0,11.5,10.0,No
2020,26,05,15,Fair,87.0,0.0,87.0,31.0,18.0,10.0,No
2017,18,10,17,Partly Cloudy,,,55.0,86.0,12.7,10.0,No
2019,29,04,21,Partly Cloudy,55.0,0.0,55.0,72.0,10.0,10.0,No
2017,20,02,05,Light Rain,,0.14,59.0,87.0,6.9,8.0,No
2020,01,11,21,Partly Cloudy,58.0,0.0,58.0,70.0,0.0,10.0,No
2020,09,11,13,Mostly Cloudy,59.0,0.0,59.0,31.0,7.0,10.0,No
2016,07,09,15,Clear,,,86.0,29.0,16.1,10.0,No
2019,12,03,18,Partly Cloudy,,,53.1,61.0,36.8,10.0,No
2019,18,07,10,Partly Cloudy,70.0,0.0,70.0,63.0,8.0,10.0,No
2020,02,03,10,Fair,64.0,0.0,64.0,14.0,9.0,10.0,No
2020,12,02,17,Partly Cloudy,58.0,0.0,58.0,67.0,8.0,10.0,No
2017,16,02,11,Mostly Cloudy,,,62.1,60.0,9.2,10.0,No
2020,18,05,19,Partly Cloudy,63.0,0.0,63.0,58.0,15.0,10.0,No
2019,21,08,06,Fair,61.0,0.0,61.0,81.0,9.0,10.0,No
2016,12,12,02,Mostly Cloudy,,,50.0,86.0,3.5,10.0,No
2019,22,09,08,Fair,61.0,0.0,61.0,81.0,13.0,10.0,No
2018,25,05,08,Overcast,,,57.0,81.0,4.6,10.0,No
2017,31,07,16,Partly Cloudy,,,66.9,61.0,20.7,10.0,No
2019,03,12,15,Cloudy,59.0,0.0,59.0,78.0,0.0,9.0,No
2016,01,04,08,Mostly Cloudy,,,54.0,75.0,12.7,10.0,No
2020,23,01,09,Cloudy,57.0,0.0,57.0,74.0,5.0,10.0,No
2020,25,09,18,Fair,66.0,0.0,66.0,68.0,18.0,10.0,No
2020,20,11,07,Fair,45.0,0.0,45.0,80.0,0.0,10.0,No
2020,16,01,07,Light Rain,52.0,0.03,52.0,77.0,16.0,8.0,No
2020,17,01,17,Cloudy,51.0,0.0,51.0,71.0,5.0,10.0,No
2016,19,04,17,Mostly Cloudy,,,71.1,34.0,5.8,10.0,No
2017,14,12,16,Scattered Clouds,,,63.0,46.0,4.6,10.0,No
2016,22,12,17,Partly Cloudy,,,55.0,59.0,,10.0,No
2016,10,08,14,Partly Cloudy,,,73.0,55.0,12.7,10.0,No
2020,21,02,04,Mostly Cloudy,50.0,0.0,50.0,68.0,0.0,10.0,No
2019,23,10,19,Fair,69.0,0.0,69.0,54.0,5.0,10.0,No
2020,18,06,10,Fair,70.0,0.0,70.0,68.0,6.0,10.0,No
2019,12,04,05,Fair,43.0,0.0,49.0,86.0,16.0,10.0,No
2018,21,11,08,Light Rain,,0.01,57.9,84.0,6.9,10.0,No
2020,18,06,11,Fair,74.0,0.0,74.0,62.0,3.0,10.0,No
2018,27,07,07,Overcast,,,55.9,90.0,6.9,8.0,No
2020,17,01,12,Mostly Cloudy,52.0,0.0,52.0,66.0,5.0,10.0,No
2019,20,10,14,Fair,69.0,0.0,69.0,36.0,20.0,10.0,No
2018,27,02,16,Partly Cloudy,,,57.0,29.0,5.8,10.0,No
2016,08,11,16,Mostly Cloudy,,,70.0,65.0,3.5,10.0,No
2017,18,04,08,Mostly Cloudy,,,55.9,90.0,4.6,9.0,No
2019,17,07,05,Mostly Cloudy,61.0,0.0,61.0,78.0,0.0,10.0,No
2017,24,10,05,Clear,,,64.9,65.0,4.6,10.0,No
2019,03,06,07,Mostly Cloudy,56.0,0.0,56.0,84.0,5.0,9.0,No
2019,22,09,09,Partly Cloudy,67.0,0.0,67.0,70.0,3.0,10.0,No
2016,12,04,09,Overcast,,,55.0,77.0,18.4,10.0,No
2019,07,08,08,Mostly Cloudy,62.0,0.0,62.0,75.0,10.0,9.0,No
2016,02,10,08,Mostly Cloudy,,,60.1,83.0,10.4,10.0,No
2016,04,11,19,Partly Cloudy,,,64.0,65.0,8.1,10.0,No
2018,16,08,14,Partly Cloudy,,,68.0,61.0,21.9,10.0,No
2020,23,02,14,Fair,61.0,0.0,61.0,64.0,12.0,10.0,No
2020,01,04,16,Fair / Windy,59.0,0.0,59.0,44.0,25.0,10.0,No
2017,21,04,07,Partly Cloudy,,,54.0,83.0,,10.0,No
2019,19,08,17,Partly Cloudy,69.0,0.0,69.0,63.0,16.0,10.0,No
2019,07,12,16,Light Rain / Windy,62.0,0.08,62.0,78.0,25.0,2.0,No
2019,19,07,19,Fair,67.0,0.0,67.0,61.0,8.0,10.0,No
2020,24,04,17,Fair / Windy,67.0,0.0,67.0,51.0,26.0,10.0,No
2020,24,11,19,Fair,53.0,0.0,53.0,80.0,10.0,10.0,No
2019,02,10,18,Fair,62.0,0.0,62.0,52.0,20.0,10.0,No
2019,28,04,18,Mostly Cloudy,58.0,0.0,58.0,67.0,13.0,9.0,No
2019,22,04,18,Fair / Windy,61.0,0.0,61.0,60.0,21.0,10.0,No
2020,06,04,16,Light Rain,43.0,0.06,47.0,83.0,9.0,10.0,No
2019,26,10,14,Partly Cloudy,70.0,0.0,70.0,49.0,16.0,10.0,No
2018,14,02,12,Mostly Cloudy,,,54.0,66.0,3.5,10.0,No
2016,07,09,16,Clear,,,84.9,38.0,13.8,10.0,No
2019,06,05,10,Cloudy,59.0,0.0,59.0,67.0,10.0,10.0,No
2020,01,01,00,Cloudy,52.0,0.0,52.0,86.0,9.0,9.0,No
2020,08,03,19,Mostly Cloudy,53.0,0.0,53.0,64.0,5.0,10.0,No
2018,27,06,16,Scattered Clouds,,,62.1,72.0,17.3,10.0,No
2020,20,06,18,Mostly Cloudy,64.0,0.0,64.0,70.0,15.0,10.0,No
2019,30,12,18,Fair,54.0,0.0,54.0,77.0,3.0,10.0,No
2020,27,04,12,Mostly Cloudy,67.0,0.0,67.0,54.0,12.0,10.0,No
2016,21,07,07,Mostly Cloudy,,,59.0,75.0,12.7,10.0,No
2016,14,12,06,Overcast,,,55.0,89.0,,10.0,No
2018,12,09,06,Clear,,,54.0,90.0,,10.0,No
2017,19,01,15,Mostly Cloudy,,,55.0,77.0,12.7,10.0,No
2019,20,06,17,Fair,68.0,0.0,68.0,59.0,12.0,10.0,No
2020,01,04,15,Fair / Windy,59.0,0.0,59.0,44.0,21.0,10.0,No
2017,30,05,16,Mostly Cloudy,,,61.0,64.0,21.9,10.0,No
2017,24,07,00,Partly Cloudy,,,57.0,83.0,8.1,10.0,No
2020,20,08,10,Fair,65.0,0.0,65.0,70.0,3.0,10.0,No
2017,05,07,17,Partly Cloudy,,,64.9,63.0,24.2,10.0,No
2016,29,05,05,Clear,,,54.0,72.0,4.6,10.0,No
2016,05,08,14,Partly Cloudy,,,68.0,59.0,16.1,10.0,No
2017,01,10,18,Scattered Clouds,,,61.0,62.0,17.3,10.0,No
2020,01,12,23,Fair,48.0,0.0,48.0,68.0,3.0,10.0,No
2017,01,09,11,Haze,,,86.0,33.0,5.8,6.0,No
2016,12,05,12,Scattered Clouds,,,63.0,58.0,13.8,10.0,No
2016,06,06,03,Mostly Cloudy,,,55.9,87.0,,10.0,No
2019,16,10,21,Cloudy,61.0,0.0,61.0,72.0,6.0,10.0,No
2020,12,11,13,Partly Cloudy,65.0,0.0,65.0,42.0,10.0,10.0,No
