merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_b766aab2e3,703,retail apparel,45.708,-105.95
M_ID_b7671c8bb0,411,beauty & personal care,46.854,-96.891
M_ID_b7676fdf9f,779,consumer electronics,37.043,-107.276
M_ID_b76bbddb83,307,entertainment,46.668,-99.252
M_ID_b76bdbed04,179,internet,40.027,-118.568
M_ID_b76bf4a11c,80,restaurant/dining,42.292,-80.061
M_ID_b76cffb528,451,gym,37.664,-95.79
M_ID_b76d638b2e,119,insurance,33.981,-98.53
M_ID_b76f2bb61c,307,entertainment,46.482,-95.117
M_ID_b76f5c015f,360,gas,35.939,-88.896
M_ID_b76faab7c2,705,groceries,38.858,-81.138
M_ID_b76fafc1eb,367,carpentry,40.408,-79.921
M_ID_b770a55373,222,beauty & personal care,37.618,-79.953
M_ID_b7723c8924,842,restaurant/dining,40.585,-107.934
M_ID_b7731dff46,702,health care services,43.883,-114.733
M_ID_b7737a84a5,307,entertainment,29.904,-84.691
M_ID_b7744958aa,171,gas,37.918,-102.392
M_ID_b77554707e,273,health care services,48.45,-105.13
M_ID_b776087359,2,health care services,29.257,-81.87
M_ID_b776e5d9a5,683,gas,40.582,-80.202
M_ID_b7781d5308,796,insurance,40.632,-117.43
M_ID_b779cf7e31,278,restaurant/dining,43.957,-120.558
M_ID_b77a186695,705,groceries,46.353,-108.53
M_ID_b77a393866,278,restaurant/dining,42.84,-72.45
M_ID_b77a93d6ed,114,gym,43.811,-76.372
M_ID_b77cb155e9,357,consumer electronics,42.365,-119.431
M_ID_b77cb40122,705,groceries,35.715,-117.37
M_ID_b780087892,360,gas,47.913,-123.091
M_ID_b78011c2d5,343,internet,26.858,-98.587
M_ID_b78056476f,889,consumer electronics,40.377,-120.565
M_ID_b78123b53a,179,internet,37.045,-110.057
M_ID_b7827bb524,422,consumer electronics,43.959,-86.622
M_ID_b782fc1673,422,consumer electronics,48.651,-101.067
M_ID_b7850b88bb,518,consumer electronics,37.664,-102.863
M_ID_b785314241,130,luxury goods,41.967,-116.179
M_ID_b785bf224f,554,tobacco,42.006,-107.315
M_ID_b78883dad6,319,consumer electronics,33.085,-84.301
M_ID_b7893458a1,198,insurance,45.905,-98.776
M_ID_b789f947d0,195,gas,35.311,-98.645
M_ID_b78a881c5d,422,consumer electronics,38.666,-82.689
M_ID_b78af9f0a0,796,insurance,34.468,-109.666
M_ID_b78f993627,333,insurance,48.38,-95.395
M_ID_b7911b4c99,278,restaurant/dining,40.279,-98.637
M_ID_b791331b9e,667,beauty & personal care,46.563,-86.442
M_ID_b79186818f,298,insurance,47.834,-120.079
M_ID_b791c241f2,755,internet,40.913,-83.486
M_ID_b793a115fc,312,gym,31.76,-95.06
M_ID_b79419a052,528,tobacco,44.827,-117.071
M_ID_b794b9d9e8,531,consumer electronics,41.02,-94.346
M_ID_b795f43c1b,422,consumer electronics,39.283,-74.818
M_ID_b796903f10,317,tobacco,34.085,-118.542
M_ID_b7969705ba,299,luxury goods,33.859,-113.423
M_ID_b7971f2ed3,401,luxury goods,41.497,-120.395
M_ID_b797298e51,87,consumer electronics,42.84,-91.063
M_ID_b7978be595,705,groceries,32.32,-100.968
M_ID_b7981ef103,840,health care services,36.411,-84.852
M_ID_b79aa7d76f,705,groceries,31.462,-92.862
M_ID_b79aaf9fd3,289,consumer electronics,46.582,-98.252
M_ID_b79cb744fa,840,health care services,47.108,-95.013
M_ID_b79e6aeaba,320,gym,37.594,-87.623
M_ID_b79ed27c16,367,carpentry,37.674,-103.616
M_ID_b7a05c6372,842,restaurant/dining,42.118,-123.392
M_ID_b7a0d8c451,534,gym,35.056,-89.991
M_ID_b7a2e6858f,307,entertainment,45.658,-69.013
M_ID_b7a2f515b8,307,entertainment,47.783,-119.335
M_ID_b7a51d86a0,419,biotechnology,41.686,-79.295
M_ID_b7a5c053fc,60,utilities,39.19,-75.591
M_ID_b7a5e13431,755,internet,31.817,-98.146
M_ID_b7a68f36aa,683,gas,32.0,-88.243
M_ID_b7a812900f,432,consumer electronics,41.218,-73.486
M_ID_b7aa78e8b5,80,restaurant/dining,32.694,-101.518
M_ID_b7ae6b5ba9,248,internet,48.101,-101.677
M_ID_b7b0945ac3,369,consumer electronics,36.556,-100.683
M_ID_b7b157461d,248,internet,42.897,-100.285
M_ID_b7b2810360,307,entertainment,47.272,-93.53
M_ID_b7b31cd5f5,87,consumer electronics,36.966,-89.506
M_ID_b7b4246a43,130,luxury goods,36.022,-105.016
M_ID_b7b4555c17,307,entertainment,40.161,-91.008
M_ID_b7b4644ee0,195,gas,36.112,-100.128
M_ID_b7b5688dd2,683,gas,45.66,-113.048
M_ID_b7b66e2d54,307,entertainment,37.388,-92.734
M_ID_b7b6788070,68,consumer electronics,38.793,-106.98
M_ID_b7b6e86df1,705,groceries,34.299,-102.736
M_ID_b7b702a1f1,605,news & journalism,35.854,-92.639
M_ID_b7b763d327,417,consumer electronics,38.451,-104.8
M_ID_b7b8109d02,360,gas,32.546,-99.994
M_ID_b7ba26d41b,437,liquor,43.531,-98.962
M_ID_b7badc8164,557,retail apparel,43.796,-71.436
M_ID_b7bb60bf60,273,health care services,44.75,-74.385
M_ID_b7bc5badb6,793,pharmaceuticals,46.513,-104.373
M_ID_b7be802c39,195,gas,35.658,-81.291
M_ID_b7bf3c128e,416,internet,42.017,-73.63
M_ID_b7c060fcef,60,utilities,43.282,-87.965
M_ID_b7c15f5f3e,195,gas,30.888,-96.114
M_ID_b7c1add32c,222,beauty & personal care,42.563,-111.819
M_ID_b7c2ba18f6,580,internet,38.385,-89.454
M_ID_b7c45a2722,248,internet,39.462,-122.75
M_ID_b7c7438b41,80,restaurant/dining,31.912,-94.787
M_ID_b7c84c5d8e,560,gas,37.346,-102.473
M_ID_b7c9e9a66e,87,consumer electronics,42.888,-85.041
M_ID_b7cb40e548,80,restaurant/dining,39.039,-77.108
M_ID_b7cb722a13,373,hotel,38.345,-93.214
M_ID_b7cbaa02b1,373,hotel,44.094,-111.125
M_ID_b7cd0eaa85,80,restaurant/dining,31.392,-93.29
M_ID_b7cd604bdb,68,consumer electronics,38.696,-84.086
M_ID_b7cf4027ba,80,restaurant/dining,44.582,-122.352
M_ID_b7d191ea3b,68,consumer electronics,46.947,-113.288
M_ID_b7d1b3d6a0,307,entertainment,32.393,-109.65
M_ID_b7d1bc9ea6,248,internet,45.433,-108.044
M_ID_b7d1cb89a9,278,restaurant/dining,44.981,-72.913
M_ID_b7d216f667,307,entertainment,41.743,-100.998
M_ID_b7d356795f,417,consumer electronics,35.181,-106.81
M_ID_b7d577b61a,108,gas,32.493,-92.965
M_ID_b7d6d816c0,705,groceries,35.949,-97.255
M_ID_b7d72e7154,373,hotel,37.874,-112.09
M_ID_b7d757a2db,462,misc entertainment,39.289,-99.201
M_ID_b7d9e1635d,276,consumer electronics,44.711,-113.73
M_ID_b7da965f0e,298,insurance,32.731,-114.154
M_ID_b7dae49b8c,198,insurance,34.749,-109.47
M_ID_b7dc2870f0,834,consumer electronics,33.395,-93.411
M_ID_b7dc2a0090,278,restaurant/dining,40.515,-105.425
M_ID_b7dd2ef428,278,restaurant/dining,39.9,-79.49
M_ID_b7def1681c,248,internet,43.876,-74.838
M_ID_b7df436975,705,groceries,31.71,-83.184
M_ID_b7e2029601,45,hotel,45.584,-114.703
M_ID_b7e3892df9,307,entertainment,48.891,-98.126
M_ID_b7e3cd4673,367,carpentry,42.216,-110.794
M_ID_b7e463c6c4,560,gas,37.324,-82.141
M_ID_b7e4a8adf6,289,consumer electronics,35.189,-110.983
M_ID_b7e4d72d2b,705,groceries,34.113,-112.474
M_ID_b7e5d400fc,307,entertainment,48.544,-106.15
M_ID_b7e7351aab,171,gas,35.835,-114.021
M_ID_b7e7a97916,307,entertainment,47.858,-104.394
M_ID_b7e9aeeafe,580,internet,34.658,-102.16
M_ID_b7e9f3fe32,333,insurance,29.705,-85.186
M_ID_b7eb2c8d79,884,consumer electronics,35.647,-116.595
M_ID_b7ebd40f0b,884,consumer electronics,45.057,-123.187
M_ID_b7ebdcd109,60,utilities,34.225,-80.294
M_ID_b7ec6c2ec6,818,semiconductors,40.353,-76.264
M_ID_b7ec9474d4,356,beauty & personal care,44.058,-104.141
M_ID_b7ed8f1f15,367,carpentry,33.457,-81.729
M_ID_b7ee521087,836,adult industry,27.82,-97.776
M_ID_b7ee75ac6f,171,gas,40.09,-120.16
M_ID_b7eea309ad,580,internet,37.077,-109.831
M_ID_b7f1a2dbe3,489,carpentry,44.237,-75.818
M_ID_b7f485df04,299,luxury goods,32.611,-114.063
M_ID_b7f4d8c4c7,222,beauty & personal care,45.651,-93.461
M_ID_b7f4f65979,130,luxury goods,37.26,-78.781
M_ID_b7f8ce745c,278,restaurant/dining,41.86,-106.221
M_ID_b7fa040f61,278,restaurant/dining,42.879,-99.171
M_ID_b7fc3c6a6a,171,gas,38.118,-85.448
M_ID_b7fd2bf677,108,gas,45.633,-89.79
M_ID_b7fd75b7db,367,carpentry,44.721,-105.162
M_ID_b7fdb19e09,278,restaurant/dining,48.348,-93.708
M_ID_b7fe86f978,298,insurance,30.082,-94.103
M_ID_b7ff61efe6,68,consumer electronics,31.214,-100.591
M_ID_b80053a1d7,278,restaurant/dining,36.452,-85.466
M_ID_b80115313d,690,biotechnology,31.233,-82.225
M_ID_b802c42ee9,560,gas,43.061,-91.112
M_ID_b803b318da,278,restaurant/dining,41.213,-105.782
M_ID_b803dfd926,705,groceries,38.411,-77.977
M_ID_b806215da4,884,consumer electronics,40.956,-106.448
M_ID_b8071b1c96,80,restaurant/dining,43.758,-91.354
M_ID_b808c71d2f,661,internet,37.077,-115.436
M_ID_b8098ca164,343,internet,35.99,-110.394
M_ID_b80ab6cb81,637,restaurant/dining,39.917,-80.739
M_ID_b80bb87beb,307,entertainment,36.111,-120.861
M_ID_b80bff00d4,415,entertainment,48.97,-95.656
M_ID_b80d1e2558,683,gas,46.349,-98.396
M_ID_b80de9720a,367,carpentry,35.134,-104.551
M_ID_b80e422447,580,internet,34.487,-82.706
M_ID_b80eec03ba,683,gas,38.243,-102.458
M_ID_b80f0db62e,580,internet,41.628,-122.803
M_ID_b8100b47f2,705,groceries,36.027,-89.411
M_ID_b8130c8f2d,276,consumer electronics,41.117,-77.648
M_ID_b81344adf4,307,entertainment,45.148,-91.182
M_ID_b813647058,356,beauty & personal care,39.917,-95.462
M_ID_b8136d2e4a,457,luxury goods,39.898,-118.916
M_ID_b813d39837,369,consumer electronics,37.373,-109.122
M_ID_b8154e8a31,45,hotel,40.222,-84.398
M_ID_b815f03f47,560,gas,35.209,-81.575
M_ID_b8161105b9,90,office supplies,42.874,-102.978
M_ID_b81658dcea,69,health care services,32.848,-82.514
M_ID_b816844ecd,80,gas,42.463,-101.891
M_ID_b8171abcd1,333,insurance,36.636,-76.568
M_ID_b8172ce2b8,779,consumer electronics,29.37,-100.061
M_ID_b817e1773b,529,biotechnology,48.714,-97.48
M_ID_b817e5c10d,427,consumer electronics,40.04,-90.528
M_ID_b81900d00b,108,gas,37.814,-84.871
M_ID_b81971b8ec,518,consumer electronics,33.914,-78.475
M_ID_b81e8bfe0d,401,luxury goods,46.421,-92.035
M_ID_b81f2e163f,130,luxury goods,31.601,-103.398
M_ID_b8204c55d3,222,beauty & personal care,48.392,-107.261
M_ID_b820cc3c11,130,luxury goods,46.983,-119.185
M_ID_b8218d7696,661,internet,44.276,-69.77
M_ID_b823279166,683,gas,40.301,-94.235
M_ID_b8234ce04e,108,gas,48.536,-96.658
M_ID_b8236f8c16,434,flights,45.832,-122.874
M_ID_b82431c839,278,restaurant/dining,38.98,-90.156
M_ID_b8246439c5,705,groceries,41.237,-87.192
M_ID_b825de3b27,198,insurance,34.84,-101.347
M_ID_b826f400f3,437,liquor,45.898,-84.995
M_ID_b8281aa453,367,carpentry,40.664,-114.547
M_ID_b82a8a7871,818,semiconductors,39.158,-95.015
M_ID_b82b12db34,528,tobacco,42.679,-106.715
M_ID_b82d9ad66c,593,retail apparel,47.874,-93.588
M_ID_b82e6d7e04,343,internet,33.204,-115.097
M_ID_b82ecd25e6,278,restaurant/dining,31.197,-93.815
M_ID_b82f42e5a2,343,internet,33.495,-97.339
M_ID_b82f715db6,367,carpentry,36.312,-114.318
M_ID_b82fb0bd18,734,tobacco,43.095,-122.843
M_ID_b830d16c98,755,internet,45.732,-101.612
M_ID_b83371e550,401,luxury goods,42.052,-108.801
M_ID_b833af47cb,367,carpentry,42.772,-117.29
M_ID_b833b3d224,884,consumer electronics,38.438,-87.952
M_ID_b833ddbbcd,836,adult industry,41.079,-115.927
M_ID_b8356eb58f,755,internet,40.72,-101.276
M_ID_b835b255e3,605,news & journalism,45.004,-115.559
M_ID_b8375ca3a2,298,insurance,43.117,-88.506
M_ID_b838e8bcfe,614,retail apparel,46.692,-92.094
M_ID_b83b88e307,703,retail apparel,26.563,-97.977
M_ID_b83c470512,422,consumer electronics,41.403,-93.452
M_ID_b83d93a6b5,333,insurance,29.916,-100.765
M_ID_b83ebb79e7,419,consumer electronics,46.717,-118.592
M_ID_b83faf1c61,683,gas,40.603,-99.054
M_ID_b8401d488b,560,gas,39.565,-95.495
M_ID_b840ab361f,68,consumer electronics,32.629,-103.7
M_ID_b840fc50af,80,restaurant/dining,45.425,-70.109
M_ID_b84153a77d,705,groceries,47.266,-89.328
M_ID_b84230d7e1,367,carpentry,47.344,-100.503
M_ID_b8426a33d6,80,restaurant/dining,38.563,-78.862
M_ID_b843bee24f,834,consumer electronics,31.838,-90.879
M_ID_b84476b503,796,insurance,32.654,-111.802
M_ID_b844b16a00,87,consumer electronics,47.216,-89.288
M_ID_b847bd8cb1,661,internet,42.32,-72.673
M_ID_b84865005f,774,retail apparel,45.432,-94.009
M_ID_b849fd1f6d,333,insurance,35.349,-109.227
M_ID_b84ad0d453,108,gas,38.511,-110.557
M_ID_b84d6bd6e3,363,hotel,48.041,-98.17
M_ID_b84db32ae4,307,entertainment,34.875,-84.127
M_ID_b84dd0e888,130,luxury goods,38.092,-79.212
M_ID_b84e1c96e7,769,flights,44.354,-72.927
M_ID_b84fcc7976,333,insurance,39.133,-112.12
M_ID_b851fd2f75,840,health care services,44.826,-108.743
M_ID_b8530ecd32,130,luxury goods,41.748,-120.231
M_ID_b853489edb,357,consumer electronics,41.85,-95.768
M_ID_b853dd55f1,307,entertainment,35.852,-91.565
M_ID_b8540d880a,195,gas,45.571,-88.89
M_ID_b855363596,705,groceries,47.852,-95.376
M_ID_b8570ef680,289,consumer electronics,43.666,-86.906
M_ID_b8572d8217,518,consumer electronics,32.684,-113.118
M_ID_b857784670,412,hotel,41.851,-76.601
M_ID_b8581929a5,518,consumer electronics,40.441,-98.012
M_ID_b858471f77,690,biotechnology,33.437,-109.87
M_ID_b85976b03f,506,advertising services,35.812,-118.751
M_ID_b8597e682e,531,consumer electronics,32.054,-100.993
M_ID_b85b337b3a,544,advertising services,42.288,-112.453
M_ID_b85bf2e0af,278,restaurant/dining,30.312,-87.405
M_ID_b85cc048bb,343,internet,36.128,-86.157
M_ID_b85dd225f0,818,semiconductors,36.778,-79.68
M_ID_b85debd53b,705,groceries,36.479,-118.105
M_ID_b85dffc492,422,consumer electronics,48.544,-107.546
M_ID_b85e0b4a93,661,internet,40.386,-87.149
M_ID_b85e2ed003,401,luxury goods,36.241,-90.797
M_ID_b85f82df22,748,retail apparel,33.074,-111.381
M_ID_b860257a7c,299,luxury goods,32.916,-88.084
M_ID_b860945f1f,278,restaurant/dining,46.463,-85.542
M_ID_b8610bb1b9,80,restaurant/dining,38.792,-78.281
M_ID_b861fb02c6,705,groceries,39.246,-113.063
M_ID_b8633693fd,278,restaurant/dining,47.266,-122.03
M_ID_b8634d38da,755,internet,48.592,-98.29
M_ID_b864bfb4c4,80,restaurant/dining,42.748,-72.78
M_ID_b865aa238e,130,luxury goods,39.834,-78.613
M_ID_b865cf5cf7,108,gas,41.151,-115.696
M_ID_b8660cbaa8,198,insurance,37.468,-117.014
M_ID_b866e9f8e1,40,beauty & personal care,38.049,-91.463
M_ID_b86734bc1d,63,consumer electronics,43.96,-109.651
M_ID_b867a04a9a,417,consumer electronics,48.007,-90.597
M_ID_b868151f72,369,consumer electronics,46.602,-69.523
M_ID_b868351872,560,gas,32.782,-91.623
M_ID_b86bc75e87,506,advertising services,35.434,-112.979
M_ID_b86c607e66,307,entertainment,36.578,-114.616
M_ID_b86c982b0f,222,beauty & personal care,31.551,-99.935
M_ID_b86cbd98d0,278,restaurant/dining,32.98,-81.673
M_ID_b86e017e5d,360,gas,39.168,-82.555
M_ID_b86e31d1cf,705,groceries,34.372,-94.484
M_ID_b86ec9b8b0,360,gas,38.348,-108.623
M_ID_b86ecc60d0,360,gas,36.169,-113.925
M_ID_b86f065dde,416,internet,37.374,-87.088
M_ID_b86f445dab,401,luxury goods,42.965,-110.909
M_ID_b86ff4dcf0,695,gas,44.52,-96.956
M_ID_b870a3d619,307,entertainment,40.234,-82.215
M_ID_b87134ef11,333,insurance,43.873,-87.904
M_ID_b872abf8ca,705,groceries,47.131,-116.596
M_ID_b87364a9ad,667,beauty & personal care,36.206,-93.524
M_ID_b8758ccd6e,683,gas,35.254,-106.595
M_ID_b875a152eb,560,gas,47.703,-102.463
M_ID_b876d23996,705,groceries,43.191,-100.271
M_ID_b878111c35,661,internet,39.403,-121.594
M_ID_b87942e8c9,179,internet,36.625,-85.46
M_ID_b87962953e,884,consumer electronics,48.151,-102.366
M_ID_b879cce235,497,consumer electronics,36.521,-115.672
M_ID_b87aba53a3,307,entertainment,47.648,-90.351
M_ID_b87bfc5ab6,884,consumer electronics,42.365,-77.57
M_ID_b87cd16e0b,367,carpentry,38.706,-89.36
M_ID_b87ddcd195,307,entertainment,34.914,-104.797
M_ID_b87e555468,222,beauty & personal care,41.114,-85.096
M_ID_b87f514c13,130,luxury goods,28.63,-99.004
M_ID_b88021fa3e,319,consumer electronics,40.71,-80.76
M_ID_b880bac705,248,internet,47.136,-89.969
M_ID_b88136fde8,560,gas,40.87,-103.264
M_ID_b88243adf9,783,entertainment,36.203,-106.458
M_ID_b8829240f3,87,consumer electronics,36.358,-119.985
M_ID_b883750df4,840,health care services,41.779,-103.532
M_ID_b88412b590,884,consumer electronics,37.077,-110.214
M_ID_b8863d1fe6,332,news & journalism,35.77,-85.344
M_ID_b8870b1716,108,gas,41.239,-104.176
M_ID_b8872b4981,544,retail apparel,46.674,-96.703
M_ID_b8881f31b8,68,consumer electronics,48.022,-107.78
M_ID_b88aee6665,80,restaurant/dining,36.847,-83.128
M_ID_b88b163a6e,87,consumer electronics,33.048,-103.559
M_ID_b88c455481,705,groceries,29.524,-81.865
M_ID_b88d29f841,401,luxury goods,37.271,-93.239
M_ID_b88d46d7de,416,internet,34.259,-115.603
M_ID_b88d4d03c5,705,groceries,46.902,-110.262
M_ID_b88dd81c65,309,beauty & personal care,27.885,-82.581
M_ID_b88f01a479,705,groceries,43.115,-98.257
M_ID_b8901ef3f2,889,consumer electronics,38.186,-93.983
M_ID_b890c071fd,63,consumer electronics,35.021,-108.195
M_ID_b8916fb056,705,groceries,38.759,-94.141
M_ID_b8932a227e,278,restaurant/dining,36.706,-80.489
M_ID_b89452e677,779,consumer electronics,39.101,-89.597
M_ID_b894dc42ae,68,consumer electronics,36.527,-82.45
M_ID_b894ea1fed,278,restaurant/dining,39.665,-117.558
M_ID_b89559ef36,307,entertainment,39.333,-100.844
M_ID_b895a23fc5,206,biotechnology,46.347,-87.084
M_ID_b8974181b2,307,entertainment,37.426,-89.668
M_ID_b8980eb80b,889,consumer electronics,48.427,-121.345
M_ID_b898368d69,130,luxury goods,47.638,-98.651
M_ID_b898c61bf3,779,consumer electronics,45.075,-99.641
M_ID_b898d44822,419,gas,40.338,-119.938
M_ID_b8993c3cbb,171,gas,38.42,-118.837
M_ID_b89a95a8c4,248,internet,37.177,-107.613
M_ID_b89c065906,248,internet,43.168,-102.191
M_ID_b89c6efcd8,531,consumer electronics,45.404,-106.999
M_ID_b89c9764e8,307,entertainment,37.148,-90.86
M_ID_b89eef218f,307,entertainment,48.353,-111.994
M_ID_b89f029c22,457,luxury goods,39.176,-98.543
M_ID_b89f302b90,422,consumer electronics,43.337,-74.886
M_ID_b89ffa7b91,195,gas,47.961,-103.953
M_ID_b8a0050eff,68,consumer electronics,40.356,-99.605
M_ID_b8a075d39f,222,beauty & personal care,29.754,-100.612
M_ID_b8a0b209fe,206,retail apparel,48.419,-105.113
M_ID_b8a21cc811,683,gas,31.177,-90.176
M_ID_b8a2473739,705,groceries,47.833,-111.107
M_ID_b8a2bb734f,307,entertainment,45.899,-121.443
M_ID_b8a31527f8,367,carpentry,41.751,-79.151
M_ID_b8a3c790e9,518,consumer electronics,43.203,-73.834
M_ID_b8a5d3577b,884,consumer electronics,34.272,-95.751
M_ID_b8a6e4663f,278,restaurant/dining,41.434,-83.971
M_ID_b8a7630f9f,531,consumer electronics,44.55,-123.498
M_ID_b8a8b26557,278,restaurant/dining,41.507,-87.616
M_ID_b8a97d749a,130,luxury goods,32.879,-80.678
M_ID_b8a99c87c5,171,gas,33.475,-92.562
M_ID_b8abd28dcf,278,restaurant/dining,40.774,-99.508
M_ID_b8ac081bd4,80,restaurant/dining,42.59,-99.111
M_ID_b8ac662dd3,544,retail apparel,42.918,-109.854
M_ID_b8ad2766df,367,carpentry,47.279,-95.268
M_ID_b8ad74b142,307,entertainment,39.935,-84.261
M_ID_b8ae9156ad,130,luxury goods,33.95,-87.987
M_ID_b8b1055beb,130,luxury goods,33.84,-83.062
M_ID_b8b12d802b,367,carpentry,35.437,-82.932
M_ID_b8b14eceeb,130,luxury goods,34.196,-110.027
M_ID_b8b15015ec,108,gas,40.972,-77.89
M_ID_b8b17f17d6,367,carpentry,38.453,-116.189
M_ID_b8b25e3c10,695,gas,36.786,-108.93
M_ID_b8b3caf3c5,560,gas,46.857,-103.493
M_ID_b8b3eaa559,771,misc entertainment,48.803,-119.474
M_ID_b8b4e2fec8,560,gas,43.877,-120.837
M_ID_b8b6fd1d72,248,internet,43.514,-111.411
M_ID_b8b7ebc145,783,entertainment,43.126,-101.732
M_ID_b8b80ce384,130,luxury goods,46.593,-86.257
M_ID_b8b8c8a684,195,gas,39.159,-104.641
M_ID_b8b9e655e9,130,luxury goods,48.499,-117.929
M_ID_b8bc7e178c,560,gas,40.037,-87.291
M_ID_b8bd3b7505,367,carpentry,40.036,-113.176
M_ID_b8bd476316,298,insurance,29.699,-91.495
M_ID_b8bdce15b5,623,financial services,36.442,-96.662
M_ID_b8be9ddce8,130,luxury goods,32.237,-113.133
M_ID_b8befeae4d,705,groceries,38.228,-104.01
M_ID_b8c0c8911b,309,beauty & personal care,35.661,-78.524
M_ID_b8c10faae8,360,gas,40.706,-97.755
M_ID_b8c1305e0e,373,insurance,44.944,-69.008
M_ID_b8c29ea47f,518,consumer electronics,38.399,-94.617
M_ID_b8c43b6508,683,gas,36.574,-117.577
M_ID_b8c5907647,884,consumer electronics,47.867,-123.604
M_ID_b8c5ab73c8,884,consumer electronics,32.578,-100.944
M_ID_b8c61250d1,278,restaurant/dining,37.925,-96.193
M_ID_b8c65908b8,40,beauty & personal care,38.124,-113.251
M_ID_b8c9e0baf7,705,groceries,39.138,-110.148
M_ID_b8c9f3f53a,307,entertainment,43.201,-89.409
M_ID_b8cb0330af,333,insurance,36.717,-103.133
M_ID_b8cbbeb649,401,luxury goods,27.827,-98.059
M_ID_b8cbdb185d,367,carpentry,43.857,-106.309
M_ID_b8cc254bc2,705,groceries,42.492,-87.095
M_ID_b8cc5c10fa,432,consumer electronics,31.168,-94.151
M_ID_b8cf3457dd,80,restaurant/dining,32.282,-103.334
M_ID_b8cfff8c72,278,restaurant/dining,41.662,-107.005
M_ID_b8d0532f8e,307,entertainment,36.611,-117.472
M_ID_b8d2f3b59a,68,consumer electronics,40.417,-85.952
M_ID_b8d36b2a29,343,internet,43.669,-104.236
M_ID_b8d36b54a7,90,health care services,40.13,-94.22
M_ID_b8d3aa4f7d,613,groceries,43.053,-119.265
M_ID_b8d4751571,796,insurance,43.458,-85.864
M_ID_b8d8de9a52,422,consumer electronics,31.665,-111.132
M_ID_b8d90af3c9,796,insurance,40.71,-121.273
M_ID_b8d9244f5c,793,pharmaceuticals,48.763,-99.706
M_ID_b8d96ae453,307,entertainment,41.34,-107.332
M_ID_b8d9ef1ac7,119,insurance,44.136,-115.021
M_ID_b8db6ad674,489,carpentry,38.554,-108.262
M_ID_b8dd5729f8,343,internet,33.943,-99.386
M_ID_b8de989a05,497,consumer electronics,40.225,-95.772
M_ID_b8df305aa8,222,beauty & personal care,47.71,-92.344
M_ID_b8dfddb3e1,478,gym,36.24,-91.743
M_ID_b8e034b1e3,506,advertising services,33.397,-117.434
M_ID_b8e10717a4,661,internet,38.303,-119.417
M_ID_b8e1bf31a2,401,luxury goods,38.979,-85.447
M_ID_b8e2786dcb,319,consumer electronics,41.384,-97.908
M_ID_b8e3a110ff,278,restaurant/dining,46.352,-109.0
M_ID_b8e5e5676a,222,beauty & personal care,45.277,-87.015
M_ID_b8e71a25e8,683,gas,48.149,-95.648
M_ID_b8e7dc0569,783,entertainment,34.957,-104.909
M_ID_b8e9264d28,278,restaurant/dining,44.243,-106.152
M_ID_b8e9dff112,80,restaurant/dining,30.038,-102.959
M_ID_b8ea418db0,80,restaurant/dining,36.973,-103.122
M_ID_b8ea879ad0,367,carpentry,35.59,-117.652
M_ID_b8ec3d4b6f,560,gas,43.563,-95.89
M_ID_b8ed477592,307,entertainment,33.412,-108.635
M_ID_b8ed5e0e91,333,insurance,32.773,-109.107
M_ID_b8ede1840e,755,internet,37.264,-90.931
M_ID_b8f15364c8,367,carpentry,27.392,-80.512
M_ID_b8f1958912,422,consumer electronics,39.705,-119.473
M_ID_b8f2374099,401,luxury goods,44.108,-99.697
M_ID_b8f2fc9207,307,entertainment,32.442,-91.586
M_ID_b8f3376295,14,misc entertainment,32.463,-83.812
M_ID_b8f39524ad,119,insurance,43.431,-107.557
M_ID_b8f3a08dd5,518,consumer electronics,45.737,-92.257
M_ID_b8f4a661ae,422,consumer electronics,47.479,-103.036
M_ID_b8f4a88eb5,560,gas,39.716,-115.255
M_ID_b8f4f84a07,560,gas,33.252,-83.889
M_ID_b8f52ff48f,432,consumer electronics,44.853,-123.536
M_ID_b8f5787d19,80,restaurant/dining,42.701,-101.107
M_ID_b8f5a5699e,560,gas,33.378,-109.824
M_ID_b8f675b845,695,gas,44.032,-100.8
M_ID_b8f688291e,401,luxury goods,39.628,-114.521
M_ID_b8fa1ca78a,367,carpentry,45.742,-87.784
M_ID_b8fa2e46db,108,gas,40.035,-121.124
M_ID_b8fae92949,836,adult industry,40.541,-124.32
M_ID_b8fb46ca7c,178,retail apparel,43.442,-97.662
M_ID_b8fb6cf2ad,198,insurance,33.374,-95.723
M_ID_b8fe3b5701,755,internet,41.757,-74.242
M_ID_b8fea1b5f4,360,gas,39.407,-93.296
M_ID_b8ff4be016,560,gas,42.515,-86.989
M_ID_b8ff87e965,705,groceries,48.664,-97.594
M_ID_b9000644ee,796,insurance,30.48,-100.629
M_ID_b900ef1520,661,internet,33.885,-78.734
M_ID_b9027db40d,299,luxury goods,40.245,-84.538
M_ID_b9037afdff,248,internet,39.22,-95.375
M_ID_b9038673aa,437,insurance,36.465,-83.952
M_ID_b9062356ed,333,insurance,43.702,-119.786
M_ID_b9081939f9,401,luxury goods,40.426,-94.887
M_ID_b90976ae91,529,health care services,37.346,-99.006
M_ID_b909e82ac0,427,consumer electronics,44.164,-99.752
M_ID_b90be4085e,836,adult industry,35.648,-86.718
M_ID_b90f382097,108,gas,44.778,-120.632
M_ID_b91178f9ba,401,luxury goods,37.351,-85.95
