internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_add80fd81a,2016-08,dining_entertainment,46.694,-91.762,688,77
C_ID_add9dfc13d,2017-07,cash_back,34.148,-86.878,718,23
C_ID_addab75508,2016-06,cash_back,46.484,-95.643,364,32
C_ID_addc94109d,2017-11,cash_back,33.084,-98.555,722,50
C_ID_addd701a44,2017-05,cash_back,45.696,-112.866,663,92
C_ID_ade3072cde,2017-06,dining_entertainment,47.103,-113.166,493,80
C_ID_ade3fd8193,2017-01,cash_back,40.401,-79.188,360,39
C_ID_ade49b7e24,2017-12,dining_entertainment,29.823,-92.65,701,55
C_ID_ade5867e53,2017-02,dining_entertainment,44.744,-74.426,618,22
C_ID_ade5b3a400,2017-09,dining_entertainment,44.363,-73.11,421,90
C_ID_adec1e9355,2017-09,cash_back,37.439,-83.067,392,100
C_ID_adec7ede0f,2017-03,cash_back,44.315,-100.597,654,72
C_ID_adee638fe5,2017-09,dining_entertainment,26.654,-81.324,831,27
C_ID_adee92c3b6,2017-01,cash_back,41.296,-92.067,491,53
C_ID_adeeaa9d0f,2017-11,cash_back,33.928,-81.131,471,45
C_ID_adef29968b,2016-10,travel,40.858,-75.824,694,29
C_ID_adf3abd96b,2016-02,cash_back,29.833,-103.363,520,53
C_ID_adf8e17c7b,2017-11,cash_back,38.009,-81.541,619,38
C_ID_adfaf2333b,2015-11,dining_entertainment,48.37,-101.27,328,24
C_ID_adfb66e1e8,2017-07,dining_entertainment,48.16,-98.084,833,57
C_ID_adfc033ef0,2017-04,dining_entertainment,39.595,-82.095,719,75
C_ID_adfc225a9c,2017-11,cash_back,31.86,-107.649,531,39
C_ID_adfe58925d,2016-03,travel,43.115,-90.809,474,22
C_ID_adfefbc4cd,2016-12,cash_back,32.004,-110.833,335,68
C_ID_adff3a901d,2017-03,cash_back,40.521,-123.605,401,25
C_ID_adff6eb3e3,2016-11,dining_entertainment,43.5,-91.963,580,23
C_ID_adffe471c6,2017-01,dining_entertainment,36.286,-88.878,409,34
C_ID_ae028753dd,2017-09,cash_back,46.217,-101.736,311,27
C_ID_ae0363b6d7,2016-08,cash_back,44.078,-95.823,505,78
C_ID_ae03b0fd07,2017-02,cash_back,30.311,-104.666,764,48
C_ID_ae0cb8f4dd,2017-03,cash_back,36.44,-113.805,363,34
C_ID_ae0d994984,2017-11,dining_entertainment,25.648,-80.289,597,58
C_ID_ae0df2916b,2017-09,dining_entertainment,38.335,-85.564,338,51
C_ID_ae0e2803df,2017-11,cash_back,46.874,-121.474,419,76
C_ID_ae0e8e2852,2017-09,cash_back,40.459,-94.079,580,48
C_ID_ae105c348b,2016-05,cash_back,46.47,-99.552,326,48
C_ID_ae12686ed1,2014-07,cash_back,48.752,-119.947,747,96
C_ID_ae1537fc30,2017-03,cash_back,33.057,-115.303,391,22
C_ID_ae17d5e28c,2017-12,dining_entertainment,29.387,-99.042,452,44
C_ID_ae188cffbe,2016-06,cash_back,35.644,-106.789,492,31
C_ID_ae1aefbc5a,2017-04,cash_back,41.427,-76.54,512,72
C_ID_ae1b54bceb,2017-08,travel,44.983,-85.966,776,29
C_ID_ae1bc7d959,2017-12,cash_back,38.217,-104.098,822,46
C_ID_ae1d21d6ed,2017-06,cash_back,36.999,-108.137,432,22
C_ID_ae1d43f773,2016-11,cash_back,43.385,-93.481,477,27
C_ID_ae1ddbb320,2016-10,cash_back,40.909,-118.905,331,38
C_ID_ae1f928e54,2017-11,cash_back,42.906,-112.808,347,88
C_ID_ae22973cb3,2017-09,cash_back,31.684,-89.225,684,86
C_ID_ae24423196,2016-02,travel,48.034,-98.871,592,37
C_ID_ae256009dd,2016-12,cash_back,33.454,-103.381,302,58
C_ID_ae25ace0fc,2016-07,cash_back,45.275,-102.946,641,44
C_ID_ae25c9447c,2017-09,cash_back,43.234,-116.221,378,23
C_ID_ae25cf87bd,2015-08,cash_back,43.234,-92.579,305,67
C_ID_ae26bc91d9,2017-09,travel,43.536,-122.458,340,37
C_ID_ae27acf5d7,2017-06,cash_back,44.747,-68.334,508,87
C_ID_ae292735a2,2017-09,cash_back,43.058,-103.542,464,55
C_ID_ae2a61c6c2,2017-05,dining_entertainment,31.56,-82.951,789,86
C_ID_ae2a97f9f5,2017-09,cash_back,33.327,-99.448,734,62
C_ID_ae2a9e3245,2016-02,travel,30.824,-82.965,553,33
C_ID_ae2d071687,2017-12,dining_entertainment,26.573,-80.216,451,52
C_ID_ae2d34fe7a,2016-01,cash_back,48.694,-113.955,484,20
C_ID_ae2e09b706,2017-08,cash_back,45.227,-97.073,350,33
C_ID_ae2e52663c,2017-09,cash_back,31.312,-90.911,479,56
C_ID_ae31f4d16b,2017-09,dining_entertainment,35.76,-87.732,317,56
C_ID_ae3345d586,2017-06,cash_back,36.746,-92.125,796,23
C_ID_ae34594e1a,2017-07,dining_entertainment,47.277,-95.577,525,97
C_ID_ae3471e0f9,2017-03,dining_entertainment,33.783,-95.832,756,33
C_ID_ae3615e06b,2017-11,travel,37.684,-105.944,834,83
C_ID_ae36ffa843,2017-03,cash_back,41.324,-114.164,556,70
C_ID_ae3a24ed66,2017-06,dining_entertainment,44.295,-107.593,785,86
C_ID_ae3b7cd34b,2017-02,travel,44.518,-123.77,821,89
C_ID_ae3baba247,2014-10,travel,34.228,-97.956,566,56
C_ID_ae3bf9ef10,2015-07,dining_entertainment,32.652,-108.184,711,47
C_ID_ae3e7a1afc,2017-06,cash_back,42.246,-98.215,378,49
C_ID_ae3f50adf1,2016-07,cash_back,39.084,-115.551,351,47
C_ID_ae4204d80f,2017-01,travel,36.635,-112.608,422,88
C_ID_ae43b40905,2017-06,cash_back,42.015,-77.452,810,31
C_ID_ae44ad1cc8,2016-09,cash_back,46.78,-87.55,639,82
C_ID_ae44bad6de,2016-12,cash_back,44.096,-104.342,574,35
C_ID_ae45d25620,2016-07,cash_back,39.175,-97.924,312,91
C_ID_ae471484a9,2016-10,cash_back,40.985,-121.074,448,25
C_ID_ae48d36f13,2017-09,cash_back,38.819,-123.428,377,33
C_ID_ae4debf4b8,2015-01,cash_back,32.221,-82.877,702,75
C_ID_ae4f4ce7b7,2016-09,cash_back,43.853,-94.067,424,83
C_ID_ae510aadd1,2016-11,cash_back,42.644,-116.713,496,64
C_ID_ae52684483,2016-01,cash_back,44.995,-104.643,724,31
C_ID_ae55808130,2016-12,travel,35.08,-119.487,450,24
C_ID_ae55dca00b,2017-04,cash_back,38.59,-113.566,697,42
C_ID_ae55e2c2ec,2016-12,travel,47.177,-107.471,805,68
C_ID_ae55ec6317,2017-05,cash_back,45.815,-106.087,795,67
C_ID_ae561e1d7d,2017-03,dining_entertainment,40.084,-113.674,574,54
C_ID_ae571a584b,2014-07,cash_back,40.494,-80.521,563,72
C_ID_ae5b376e33,2016-09,cash_back,40.796,-104.435,308,42
C_ID_ae5baaafa9,2017-07,cash_back,32.445,-82.155,668,63
C_ID_ae5be0ebd3,2016-07,travel,34.417,-114.329,795,34
C_ID_ae5ce9b02b,2017-12,travel,34.743,-80.06,514,46
C_ID_ae5db97f9d,2017-08,dining_entertainment,30.167,-82.817,459,43
C_ID_ae5f48ed34,2017-07,cash_back,34.541,-92.316,743,48
C_ID_ae63267137,2017-06,travel,41.073,-121.245,789,24
C_ID_ae632d053a,2017-05,travel,36.773,-89.105,422,79
C_ID_ae646afac1,2017-01,travel,38.085,-120.791,335,20
C_ID_ae69213c2c,2017-01,cash_back,41.863,-89.613,594,81
C_ID_ae69af6241,2016-08,dining_entertainment,35.498,-96.684,644,35
C_ID_ae70686b35,2017-12,cash_back,44.558,-98.465,447,73
C_ID_ae708047d8,2017-06,dining_entertainment,36.578,-112.541,451,81
C_ID_ae70c6aa10,2016-08,dining_entertainment,33.445,-98.658,718,99
C_ID_ae73357f2a,2016-08,cash_back,32.159,-112.221,367,63
C_ID_ae753026b9,2016-08,travel,36.106,-106.818,832,67
C_ID_ae77d2d3d8,2015-09,travel,39.842,-110.482,675,30
C_ID_ae77fc4f6a,2015-12,dining_entertainment,44.7,-94.407,474,52
C_ID_ae7a346c45,2017-10,dining_entertainment,38.849,-89.627,396,49
C_ID_ae7aa278e4,2015-11,dining_entertainment,36.17,-89.501,553,44
C_ID_ae7c770667,2017-12,cash_back,47.52,-99.445,702,29
C_ID_ae7ca639ef,2017-02,cash_back,48.547,-111.743,819,98
C_ID_ae7caea729,2017-05,cash_back,35.736,-117.389,751,85
C_ID_ae7d90a391,2016-11,dining_entertainment,48.264,-113.214,438,24
C_ID_ae7f95e375,2016-12,cash_back,43.178,-72.007,528,61
C_ID_ae80250936,2017-02,cash_back,43.17,-98.48,482,97
C_ID_ae82b2995f,2017-05,cash_back,32.613,-94.241,724,29
C_ID_ae86653462,2017-02,cash_back,46.881,-96.863,510,31
C_ID_ae86998868,2016-12,cash_back,46.806,-122.818,398,60
C_ID_ae8742f9ba,2017-12,cash_back,35.445,-77.467,492,24
C_ID_ae879c261f,2016-06,dining_entertainment,46.315,-92.058,842,40
C_ID_ae87f147b0,2017-12,dining_entertainment,41.569,-94.991,618,19
C_ID_ae891d30a2,2014-09,dining_entertainment,42.741,-96.782,478,20
C_ID_ae89ebccf1,2017-06,dining_entertainment,39.632,-109.486,531,31
C_ID_ae8da08c4f,2015-03,cash_back,41.108,-109.916,394,42
C_ID_ae8deed850,2016-05,cash_back,41.832,-115.026,786,65
C_ID_ae8fc0b310,2014-09,cash_back,45.619,-108.73,805,29
C_ID_ae903d65c8,2015-06,cash_back,35.762,-108.391,371,31
C_ID_ae910c1e00,2015-11,travel,29.969,-100.654,376,46
C_ID_ae91195257,2017-09,dining_entertainment,32.548,-83.53,353,39
C_ID_ae92b78588,2016-12,cash_back,47.866,-111.508,358,53
C_ID_ae93781712,2017-08,cash_back,42.811,-71.557,385,34
C_ID_ae942ca4d7,2016-11,dining_entertainment,44.598,-93.409,361,39
C_ID_ae95b1845c,2017-11,cash_back,36.134,-87.873,482,43
C_ID_ae96672fe5,2014-12,travel,39.92,-90.22,752,56
C_ID_ae97082ae2,2017-02,travel,47.166,-106.182,314,40
C_ID_ae971371b9,2016-12,cash_back,41.688,-113.632,355,56
C_ID_ae980959a1,2017-07,cash_back,44.578,-68.606,409,41
C_ID_ae98d7c564,2017-08,cash_back,44.31,-115.176,723,24
C_ID_ae998b05ff,2017-11,cash_back,39.205,-93.814,568,24
C_ID_ae9bc771d7,2017-06,dining_entertainment,46.549,-118.98,330,42
C_ID_ae9c2c2a0f,2016-03,cash_back,42.283,-91.861,530,38
C_ID_ae9cf028c1,2016-12,cash_back,33.09,-110.466,690,30
C_ID_ae9d4b55f3,2017-06,cash_back,43.279,-91.657,654,49
C_ID_ae9e55b3e6,2017-02,cash_back,40.181,-83.038,475,39
C_ID_ae9f47a8d5,2017-05,cash_back,39.97,-104.781,754,48
C_ID_ae9f5c3b0a,2017-02,dining_entertainment,39.116,-85.531,728,49
C_ID_aea09c8ca9,2017-01,cash_back,45.23,-117.555,541,87
C_ID_aea1700419,2016-12,travel,40.585,-79.807,327,63
C_ID_aea184ed33,2017-06,cash_back,40.43,-91.547,364,23
C_ID_aea22d676b,2017-08,dining_entertainment,38.65,-78.451,368,30
C_ID_aea28feddb,2017-10,cash_back,36.05,-103.691,743,80
C_ID_aea425eb31,2017-01,cash_back,35.574,-84.981,462,82
C_ID_aea756da85,2017-04,cash_back,36.731,-91.134,712,42
C_ID_aea817a73e,2017-10,cash_back,35.371,-114.514,516,73
C_ID_aea863e9be,2017-01,cash_back,40.744,-74.206,318,86
C_ID_aea8c52d40,2017-04,cash_back,33.236,-82.338,801,48
C_ID_aea959a461,2017-10,cash_back,38.691,-102.353,399,64
C_ID_aea9d42286,2015-03,dining_entertainment,38.545,-77.719,351,50
C_ID_aeb16b94c1,2017-10,dining_entertainment,44.363,-85.997,424,31
C_ID_aeb3739aeb,2016-12,cash_back,48.661,-111.896,737,47
C_ID_aeb39d1af4,2017-11,cash_back,47.88,-112.289,496,25
C_ID_aeb489885a,2017-09,travel,48.866,-110.709,488,32
C_ID_aeb59f729a,2017-11,cash_back,39.587,-121.814,459,25
C_ID_aeb5a02f04,2017-11,travel,34.515,-117.322,364,58
C_ID_aeb687859f,2017-12,dining_entertainment,41.17,-96.231,336,58
C_ID_aeb7a087c6,2017-03,cash_back,37.698,-102.784,743,28
C_ID_aeb9a7d62f,2017-02,travel,41.645,-111.212,510,31
C_ID_aebc4b453f,2017-08,cash_back,37.684,-116.888,728,43
C_ID_aebd211431,2017-06,dining_entertainment,41.664,-109.42,653,42
C_ID_aec17f2f46,2017-05,travel,38.254,-80.436,500,35
C_ID_aec3300d55,2016-02,dining_entertainment,41.587,-106.449,662,80
C_ID_aec5f3cca8,2017-08,dining_entertainment,45.669,-107.801,692,52
C_ID_aec61482cf,2017-06,dining_entertainment,41.377,-70.692,482,60
C_ID_aec7020f81,2017-05,cash_back,45.558,-84.282,314,82
C_ID_aec7abbda9,2017-11,cash_back,40.107,-113.202,532,31
C_ID_aec8c4a362,2017-10,dining_entertainment,41.667,-82.889,531,83
C_ID_aec905d525,2015-12,cash_back,40.44,-104.741,516,18
C_ID_aecab9fa5a,2015-07,cash_back,39.096,-119.869,655,78
C_ID_aecb4e0d55,2016-12,cash_back,46.821,-85.814,662,60
C_ID_aecb678279,2016-06,cash_back,45.116,-85.341,526,74
C_ID_aecc47703c,2017-11,cash_back,35.446,-112.23,420,47
C_ID_aecec9e105,2016-06,dining_entertainment,35.341,-109.871,528,91
C_ID_aecf93ad5e,2017-01,cash_back,37.419,-88.296,302,58
C_ID_aecfc53740,2017-11,cash_back,41.89,-105.309,377,19
C_ID_aed0793d00,2016-12,cash_back,30.963,-94.464,537,62
C_ID_aed1548b08,2016-09,cash_back,42.855,-104.12,546,59
C_ID_aed2ed85d8,2017-04,cash_back,30.82,-102.585,447,31
C_ID_aed3be1840,2017-04,cash_back,40.699,-80.992,743,42
C_ID_aed6a9721f,2016-11,cash_back,46.836,-99.132,543,36
C_ID_aed9e24731,2017-10,cash_back,37.01,-100.336,849,34
C_ID_aedba00da9,2016-08,cash_back,41.111,-87.559,355,74
C_ID_aedc61e777,2017-01,travel,34.161,-87.748,703,19
C_ID_aedca17b95,2017-09,cash_back,48.059,-96.173,599,53
C_ID_aedca591e0,2017-10,travel,42.355,-94.424,736,33
C_ID_aee10dc099,2017-08,cash_back,38.972,-90.313,577,40
C_ID_aee56a08f2,2016-08,cash_back,48.906,-115.89,763,41
C_ID_aee5fdb334,2017-07,cash_back,43.566,-118.591,663,22
C_ID_aee63f7ff4,2017-08,dining_entertainment,30.404,-88.942,365,47
C_ID_aee79b025a,2016-04,cash_back,32.379,-106.469,604,78
C_ID_aee820c5e5,2016-10,travel,39.692,-93.849,682,40
C_ID_aee8519c79,2017-12,travel,37.714,-104.434,791,38
C_ID_aee99ece0c,2017-08,dining_entertainment,44.806,-106.705,373,62
C_ID_aeea2b1689,2017-11,travel,35.761,-110.787,754,74
C_ID_aeea7c05e6,2017-08,travel,42.36,-87.732,588,77
C_ID_aeeaaf0946,2017-08,cash_back,41.857,-111.552,644,60
C_ID_aeed6521bd,2017-10,cash_back,42.257,-89.364,324,20
C_ID_aeede7e86f,2016-12,cash_back,39.599,-91.48,328,52
C_ID_aeeecc2db3,2015-08,travel,41.885,-123.937,571,42
C_ID_aeeee5368c,2016-07,dining_entertainment,40.533,-96.854,413,88
C_ID_aef26a7024,2017-08,dining_entertainment,39.581,-76.424,828,32
C_ID_aef5c81f3f,2017-10,cash_back,33.156,-103.938,777,25
C_ID_aef5dcfb97,2016-03,cash_back,37.806,-93.887,503,25
C_ID_aef73c04fe,2015-12,travel,38.913,-113.547,714,84
C_ID_af014fe2b4,2017-08,dining_entertainment,46.76,-85.972,557,35
C_ID_af02e4514e,2017-04,travel,32.785,-114.869,421,30
C_ID_af03d43eb6,2015-07,cash_back,35.278,-105.127,768,20
C_ID_af056af616,2017-05,cash_back,38.437,-81.333,390,21
C_ID_af058e12df,2017-05,cash_back,29.832,-92.034,410,92
C_ID_af06d4e1fb,2017-08,cash_back,44.582,-87.93,819,36
C_ID_af0794df18,2016-11,cash_back,26.601,-80.601,417,42
C_ID_af07de8638,2017-12,cash_back,44.877,-83.237,488,33
C_ID_af0853d1ff,2017-04,cash_back,29.581,-103.557,782,23
C_ID_af093617f2,2017-07,dining_entertainment,44.365,-105.159,438,70
C_ID_af0b420dd0,2017-02,cash_back,47.936,-112.799,666,73
C_ID_af0c618cd3,2017-11,dining_entertainment,35.968,-91.108,679,19
C_ID_af113e0429,2017-02,travel,30.018,-103.01,533,95
C_ID_af16e9bcf3,2016-05,travel,35.359,-87.143,530,52
C_ID_af17bcfac7,2016-11,travel,45.082,-96.275,616,22
C_ID_af1a5cfa66,2017-05,travel,43.915,-118.749,505,36
C_ID_af1aff7d85,2017-12,cash_back,42.478,-78.603,369,26
C_ID_af1d9aaf3f,2015-04,cash_back,46.849,-95.726,579,62
C_ID_af1d9b68fc,2017-08,cash_back,39.201,-96.271,626,68
C_ID_af1e123e81,2016-12,cash_back,34.875,-92.865,488,36
C_ID_af1ff8e227,2017-08,cash_back,42.052,-108.801,469,26
C_ID_af20fe1b70,2017-08,travel,44.488,-86.568,413,70
C_ID_af229f12ba,2017-10,cash_back,38.403,-112.806,797,63
C_ID_af23a27216,2017-08,travel,37.572,-107.222,654,91
C_ID_af23e84abe,2016-10,cash_back,34.434,-91.991,630,80
C_ID_af24462269,2017-11,cash_back,28.0,-98.809,308,58
C_ID_af25732165,2012-10,dining_entertainment,43.228,-71.808,377,32
C_ID_af292662b9,2016-05,cash_back,35.901,-100.455,441,82
C_ID_af2950b72c,2017-06,cash_back,45.874,-92.169,694,100
C_ID_af2b1e5020,2015-05,dining_entertainment,42.011,-111.776,440,26
C_ID_af2c60e47b,2017-08,cash_back,46.826,-103.656,361,21
C_ID_af2d184c38,2017-08,cash_back,33.51,-104.02,548,28
C_ID_af2e0bd4c1,2015-04,cash_back,45.87,-110.28,578,44
C_ID_af32029ced,2014-10,cash_back,32.895,-112.776,813,66
C_ID_af344cf7f2,2017-10,cash_back,37.844,-113.708,626,54
C_ID_af35a5d45c,2016-06,dining_entertainment,33.531,-89.681,586,38
C_ID_af35c97be6,2016-07,cash_back,47.503,-118.585,821,32
C_ID_af3715eb33,2017-03,cash_back,29.841,-100.027,800,63
C_ID_af3740a01c,2016-12,travel,45.074,-99.923,439,45
C_ID_af3997e196,2017-05,travel,39.778,-82.47,350,32
C_ID_af399826fd,2015-08,dining_entertainment,32.757,-91.836,657,28
C_ID_af3a8f9856,2017-10,travel,41.938,-98.558,844,28
C_ID_af3d254fc7,2017-04,travel,32.292,-84.086,522,22
C_ID_af3e4dd890,2017-02,cash_back,43.657,-111.281,526,94
C_ID_af40126a26,2016-09,cash_back,40.953,-92.651,659,42
C_ID_af42100e04,2015-12,cash_back,47.661,-116.713,644,33
C_ID_af42850cc4,2017-11,cash_back,30.156,-93.419,694,42
C_ID_af4456ae6d,2017-09,dining_entertainment,34.302,-117.34,442,44
C_ID_af45b0adfd,2015-12,cash_back,42.77,-83.761,569,45
C_ID_af48ce6328,2016-12,cash_back,40.573,-94.467,463,22
C_ID_af4c874a39,2017-09,cash_back,43.431,-97.07,578,50
C_ID_af4c8cf8f5,2014-09,travel,40.791,-77.003,450,64
C_ID_af4d03f27c,2016-10,cash_back,45.014,-111.799,404,68
C_ID_af4f9b7c93,2017-11,cash_back,31.677,-109.129,677,30
C_ID_af50e037d8,2017-09,dining_entertainment,31.836,-97.24,560,62
C_ID_af535dd5e3,2014-12,cash_back,34.475,-92.714,332,24
C_ID_af547d8e7d,2016-04,travel,41.318,-113.381,731,35
C_ID_af5cfca355,2017-01,cash_back,36.496,-98.267,639,42
C_ID_af5e9a23a1,2014-01,cash_back,44.609,-114.716,465,30
C_ID_af5f6c54ec,2017-08,cash_back,30.617,-87.751,812,50
C_ID_af60f2286f,2017-06,dining_entertainment,45.171,-68.293,802,56
C_ID_af653f352a,2017-02,travel,28.933,-96.194,321,46
C_ID_af6662fd12,2017-01,travel,33.722,-96.501,655,21
C_ID_af67cce17f,2017-03,travel,40.789,-111.711,454,26
C_ID_af683c847b,2016-04,dining_entertainment,43.72,-86.995,470,65
C_ID_af69d28adc,2017-05,cash_back,33.182,-110.611,528,62
C_ID_af6a03a1b2,2016-01,travel,32.311,-84.296,785,39
C_ID_af6b6e754b,2016-08,cash_back,47.024,-68.326,337,31
C_ID_af6e4c8733,2017-12,travel,40.325,-83.129,384,52
C_ID_af6ee15bce,2017-03,cash_back,32.147,-86.242,468,90
C_ID_af6ee3286e,2015-08,cash_back,46.847,-100.399,741,74
C_ID_af6f179442,2017-02,cash_back,46.383,-102.367,711,30
C_ID_af6f47cb33,2017-01,cash_back,33.691,-86.377,531,28
C_ID_af74ebdfde,2017-12,travel,47.673,-109.135,405,46
C_ID_af764fd22f,2014-10,cash_back,41.152,-96.795,579,22
C_ID_af769d1ca3,2016-06,cash_back,39.996,-84.804,583,80
C_ID_af77709728,2017-08,cash_back,37.556,-108.715,685,43
C_ID_af778de0c5,2015-07,dining_entertainment,33.675,-87.144,667,25
C_ID_af77d7f9cc,2017-01,cash_back,45.652,-89.291,498,64
C_ID_af798dd69c,2017-01,dining_entertainment,32.668,-80.83,741,24
C_ID_af7ad0a7b3,2017-03,dining_entertainment,42.589,-95.333,644,51
C_ID_af7d7cbbb7,2017-12,dining_entertainment,43.027,-105.137,362,20
C_ID_af7de36b40,2017-09,cash_back,47.93,-112.256,817,35
C_ID_af80ae9a43,2017-03,cash_back,30.228,-101.397,613,28
C_ID_af82b2cedb,2017-09,cash_back,47.602,-124.198,562,49
C_ID_af83145745,2017-09,cash_back,30.504,-99.356,770,23
C_ID_af84ee8102,2017-03,dining_entertainment,45.44,-115.053,436,55
C_ID_af85614d93,2016-07,cash_back,40.842,-119.958,666,28
C_ID_af86df7339,2017-04,dining_entertainment,44.894,-97.638,409,42
C_ID_af88226c32,2017-02,cash_back,38.007,-116.939,697,50
C_ID_af885628b8,2017-08,travel,46.166,-85.543,846,32
C_ID_af88acc898,2017-09,cash_back,40.785,-102.23,484,80
C_ID_af8b4c8fef,2017-07,cash_back,36.763,-99.533,342,24
C_ID_af8c8f2b16,2017-09,cash_back,36.403,-121.39,364,38
C_ID_af9054f726,2016-10,travel,45.412,-69.03,437,62
C_ID_af909d19bf,2016-02,travel,48.918,-117.39,314,25
C_ID_af912c5938,2017-09,cash_back,37.193,-122.127,400,44
C_ID_af92e56522,2017-02,dining_entertainment,36.655,-85.136,667,79
C_ID_af9342c1c6,2014-07,cash_back,32.843,-97.463,616,68
C_ID_af957edbe5,2017-12,cash_back,40.013,-116.431,625,21
C_ID_af95bfce15,2017-07,cash_back,33.308,-104.767,362,21
C_ID_af95db5bd6,2013-12,cash_back,38.101,-85.666,357,72
C_ID_af962cb82d,2016-11,dining_entertainment,45.733,-69.291,456,55
C_ID_af97755e48,2017-08,travel,38.906,-122.77,423,65
C_ID_af979bcd01,2014-08,cash_back,44.304,-117.539,304,95
C_ID_af98141184,2016-06,travel,43.306,-94.583,330,66
C_ID_af98b072c8,2017-07,travel,31.085,-95.019,380,43
C_ID_af99806e69,2016-08,cash_back,44.41,-110.064,640,26
C_ID_af9a745a14,2017-04,travel,39.087,-113.396,402,62
C_ID_af9b01c5b0,2011-11,travel,39.844,-107.452,670,65
C_ID_af9b1bedf4,2016-04,dining_entertainment,32.451,-94.139,617,83
C_ID_af9e0d2367,2016-08,cash_back,37.801,-93.31,814,31
C_ID_af9fda729d,2015-02,dining_entertainment,43.106,-83.092,514,75
C_ID_afa0985c43,2017-02,travel,47.852,-92.2,652,55
C_ID_afa131d075,2017-07,cash_back,44.57,-74.115,739,38
C_ID_afa1f5b2d6,2016-08,cash_back,37.972,-117.512,369,29
C_ID_afa22c4371,2017-10,travel,39.524,-117.578,402,54
C_ID_afa3d53eba,2017-08,cash_back,40.628,-106.742,423,75
C_ID_afa3f746ae,2017-02,dining_entertainment,39.573,-112.051,387,44
C_ID_afa52726bd,2016-04,travel,31.136,-100.309,368,20
C_ID_afa605eb35,2016-07,cash_back,32.705,-99.679,723,35
C_ID_afa7a7c6c3,2013-12,cash_back,40.875,-82.02,526,76
C_ID_afa7cb72da,2016-04,travel,40.18,-97.79,380,24
C_ID_afa7f56dee,2017-12,cash_back,34.489,-105.647,507,23
C_ID_afa956ac10,2017-07,dining_entertainment,45.248,-98.199,561,74
C_ID_afaa8a0a06,2016-10,cash_back,33.454,-85.781,757,71
C_ID_afaaf72a7a,2017-01,cash_back,41.193,-113.745,492,58
C_ID_afaafbc63a,2017-08,cash_back,40.912,-94.944,732,72
C_ID_afac397a92,2016-08,cash_back,32.279,-96.489,323,24
C_ID_afac3b44e8,2017-05,cash_back,37.804,-89.379,557,21
C_ID_afac4990ac,2016-08,dining_entertainment,47.784,-108.825,519,23
C_ID_afadf0ac56,2016-12,cash_back,35.951,-115.109,337,53
C_ID_afaed6139f,2016-01,cash_back,46.345,-108.593,324,42
C_ID_afb035cc59,2016-12,cash_back,38.895,-87.349,394,63
C_ID_afb15ec6ec,2017-12,travel,35.089,-92.17,692,33
C_ID_afb3cd058c,2017-01,cash_back,40.498,-90.769,407,81
C_ID_afb3d79be6,2017-05,cash_back,43.762,-119.825,335,27
C_ID_afb92e220f,2016-06,cash_back,36.213,-111.055,636,21
C_ID_afb9e4dab2,2016-07,travel,37.032,-91.907,518,69
C_ID_afbb1f6d37,2017-08,dining_entertainment,40.559,-96.852,592,29
C_ID_afbb3376c4,2017-03,cash_back,37.362,-99.331,303,35
C_ID_afbbfbd78a,2017-11,cash_back,32.632,-95.61,310,32
C_ID_afbd87b467,2017-08,cash_back,46.317,-88.787,485,56
C_ID_afbe6c6a5e,2017-01,travel,37.627,-115.02,569,61
C_ID_afbec63845,2015-12,dining_entertainment,40.51,-101.443,422,45
C_ID_afc25539fe,2017-02,travel,32.89,-111.778,578,87
C_ID_afc2a091be,2017-11,cash_back,31.581,-91.895,606,47
C_ID_afc35183ef,2016-09,cash_back,29.462,-83.206,764,60
C_ID_afc35eaabd,2017-10,cash_back,38.904,-92.022,557,89
C_ID_afc47f9e1d,2017-04,cash_back,38.599,-95.405,655,80
C_ID_afc8a359bc,2016-01,cash_back,40.294,-109.994,775,28
C_ID_afca3890c5,2017-05,travel,48.086,-116.205,500,54
C_ID_afcbae2b16,2017-07,cash_back,32.654,-81.761,362,43
C_ID_afcc97e593,2017-09,cash_back,44.87,-96.632,661,53
C_ID_afccef64a1,2016-06,cash_back,46.705,-120.768,412,53
C_ID_afcf61522e,2016-11,cash_back,31.734,-94.844,695,23
C_ID_afd2c67862,2017-12,dining_entertainment,38.133,-79.985,325,27
C_ID_afd420d37b,2017-06,dining_entertainment,44.487,-102.098,335,52
C_ID_afd4dadaf0,2017-05,cash_back,34.254,-79.629,821,62
C_ID_afdc091cbb,2017-08,cash_back,46.51,-109.424,590,33
C_ID_afdd883432,2016-06,cash_back,47.868,-99.558,745,60
C_ID_afde79f8d7,2016-12,cash_back,38.208,-105.377,699,100
C_ID_afe0c11538,2017-10,dining_entertainment,35.568,-86.921,349,24
C_ID_afe1350cb6,2017-05,cash_back,41.957,-80.42,398,30
C_ID_afe3b2a4e1,2017-09,cash_back,41.427,-85.433,355,42
C_ID_afe5eba99e,2017-12,cash_back,42.304,-75.433,536,40
C_ID_afe61fd8ff,2017-02,dining_entertainment,30.496,-98.311,806,51
C_ID_afe6bb7570,2017-08,travel,35.685,-80.934,614,25
C_ID_afe81cc627,2016-10,cash_back,41.476,-73.925,743,28
C_ID_afeb2024ab,2016-07,travel,45.881,-115.836,753,91
C_ID_afebb3e1da,2017-03,dining_entertainment,48.124,-110.815,429,32
