,target,text
4937,ham,K..k.:)congratulation ..
4938,ham,G wants to know where the fuck you are
4939,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
4940,ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
4941,ham,Ü go home liao? Ask dad to pick me up at 6...
4942,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
4943,ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
4944,ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
4945,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
4946,ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
4947,ham,I'm already back home so no probably not
4948,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
4949,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
4950,ham,I am in bus on the way to calicut
4951,ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
4952,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
4953,spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
4954,ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
4955,ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
4956,ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
4957,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
4958,ham,I'm vivek:)i got call from your number.
4959,ham,Why didn't u call on your lunch?
4960,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
4961,ham,I want  &lt;#&gt;  rs da:)do you have it?
4962,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
4963,ham,Yup ok...
4964,ham,I want to see your pretty pussy...
4965,spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
4966,ham,"A few people are at the game, I'm at the mall with iouri and kaila"
4967,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
4968,spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
4969,ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
4970,ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
4971,ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
4972,ham,Hey come online! Use msn... We are all there
4973,ham,I'm fine. Hope you are good. Do take care.
4974,ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
4975,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
4976,ham,Yar... I tot u knew dis would happen long ago already.
4977,ham,You are gorgeous! keep those pix cumming :) thank you!
4978,ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
4979,ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
4980,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
4981,ham,So what u doing today?
4982,ham,I said its okay. Sorry
4983,ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
4984,ham,Networking job is there.
4985,spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
4986,ham,Dont let studying stress you out. L8r.
4987,ham,That's y u haf 2 keep me busy...
4988,ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
4989,ham,Which channel:-):-):):-).
4990,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
4991,spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
4992,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
4993,ham,I'm hungry buy smth home...
4994,ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
4995,ham,My drive can only be read. I need to write
4996,ham,"Just looked it up and addie goes back Monday, sucks to be her"
4997,ham,Happy new year. Hope you are having a good semester
4998,ham,Esplanade lor. Where else...
4999,ham,Can you talk with me..
5000,ham,"Hmph. Go head, big baller."
5001,ham,Well its not like you actually called someone a punto. That woulda been worse.
5002,ham,"Nope. Since ayo travelled, he has forgotten his guy"
5003,ham,You still around? Looking to pick up later
5004,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
5005,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
5006,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
5007,ham,ILL B DOWN SOON
5008,ham,Oh k. . I will come tomorrow
5009,ham,Go fool dont cheat others ok
5010,ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
5011,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
5012,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
5013,ham,U attend ur driving lesson how many times a wk n which day?
5014,ham,"Uncle G, just checking up on you. Do have a rewarding month"
5015,ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
5016,ham,I think the other two still need to get cash but we can def be ready by 9
5017,ham,Hey gals...U all wanna meet 4 dinner at nìte? 
5018,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
5019,ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
5020,ham,Great! How is the office today?
5021,ham,"It's cool, we can last a little while. Getting more any time soon?"
5022,ham,:-( sad puppy noise
5023,ham,Yes its possible but dint try. Pls dont tell to any one k
5024,ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
5025,ham,Where you. What happen
5026,ham,I was gonna ask you lol but i think its at 7
5027,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
5028,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
5029,ham,Go chase after her and run her over while she's crossing the street
5030,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
5031,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
5032,ham,Hey... Very inconvenient for your sis a not huh?
5033,ham,Ok i vl..do u know i got adsense approved..
5034,ham,"* Was really good to see you the other day dudette, been missing you!"
5035,ham,I want to go to perumbavoor
5036,ham,How many times i told in the stage all use to laugh. You not listen aha.
5037,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
5038,ham,(You didn't hear it from me)
5039,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
5040,ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
5041,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
5042,ham,She ran off with a younger man. we will make pretty babies together :)
5043,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
5044,ham,O ic lol. Should play 9 doors sometime yo
5045,ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
5046,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
5047,ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
5048,ham,Hmmm.still we dont have opener?
5049,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
5050,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
5051,ham,I will vote for wherever my heart guides me
5052,ham,With my sis lor... We juz watched italian job.
5053,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
5054,ham,Lmao you know me so well...
5055,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
5056,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
5057,ham,Goodnight da thangam I really miss u dear.
5058,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
5059,ham,"Geeeee ... Your internet is really bad today, eh ?"
5060,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
5061,ham,I think i am disturbing her da
5062,ham,"Sorry, I'll call you  later. I am in meeting sir."
5063,ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
5064,ham,Ok i also wan 2 watch e 9 pm show...
5065,ham,I dunno lei... Like dun haf...
5066,ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
5067,ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
5068,spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
5069,ham,Talk to g and x about that
5070,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
5071,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
5072,ham,As in different styles?
5073,spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
5074,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
5075,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
5076,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
5077,ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
5079,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
5080,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
5081,ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U"""
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
5083,ham,Aiya we discuss later lar... Pick ü up at 4 is it?
5084,ham,Hey happy birthday...
5085,ham,Sorry i missed your call. Can you please call back.
5086,ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
5087,ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
5088,ham,I wont do anything de.
5089,ham,What type of stuff do you sing?
5090,ham,"St andre, virgil's cream"
5091,ham,No no. I will check all rooms befor activities
5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
5093,ham,Gokila is talking with you aha:)
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
5095,ham,K.k.this month kotees birthday know?
5096,ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
5097,ham,Sorry about that this is my mates phone and i didnt write it love Kate
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
5100,ham,"Aight, call me once you're close"
5101,ham,Nope thats fine. I might have a nap tho! 
5102,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
5105,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
5106,ham,Ding me on ya break fassyole! Blacko from londn
5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
5109,ham,Oh you got many responsibilities.
5110,spam,You have 1 new message. Please call 08715205273
5111,ham,I've reached sch already...
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
5113,ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
5114,ham,Argh why the fuck is nobody in town ;_;
5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
5116,ham,Thanks. Fills me with complete calm and reassurance! 
5117,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
5118,ham,Are you driving or training?
5119,ham,Lol for real. She told my dad I have cancer
5120,spam,PRIVATE! Your 2003 Account Statement for 078
5121,ham,"Oops I did have it,  &lt;#&gt; ?"
5122,ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
5123,ham,"Hi Chikku, send some nice msgs"
5124,ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
5125,ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
5126,ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
5127,ham,Cuz ibored. And don wanna study
5128,ham,Wot about on wed nite I am 3 then but only til 9!
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
5130,ham,Any way where are you and what doing.
5131,ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
5132,ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
5133,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
5134,ham,Sday only joined.so training we started today:)
5135,ham,Sorry * was at the grocers.
5136,ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
5139,ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
5140,ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
5142,ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
5143,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
5144,ham,I'm in office now da:)where are you?
5145,ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
5148,ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
5149,ham,Pls call me da. What happen.
5150,ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
5151,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
5153,ham,Haven't left yet so probably gonna be here til dinner
5154,ham,"Like  &lt;#&gt; , same question"
5155,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
5156,ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
5157,ham,K k:) sms chat with me.
5158,ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
5159,ham,No but the bluray player can
5160,ham,Ok... Then r we meeting later?
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
5162,ham,Just send a text. We'll skype later.
5163,ham,Ok leave no need to ask
5164,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
5165,ham,Ü still got lessons?  Ü in sch?
5166,ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
5167,ham,Oh did you charge camera
5168,ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
5169,ham,Now i'm going for lunch.
5170,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
5171,ham,Oh k. . I will come tomorrow
5172,ham,"Aight, text me tonight and we'll see what's up"
5173,ham,U 2.
5174,ham,Water logging in desert. Geoenvironmental implications.
5175,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
5176,ham,Company is very good.environment is terrific and food is really nice:)
5177,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
5178,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
5181,ham,K sure am in my relatives home. Sms me de. Pls:-)
5182,ham,I sent them. Do you like?
5183,ham,"Fuuuuck I need to stop sleepin, sup"
5184,ham,I'm in town now so i'll jus take mrt down later.
5185,ham,I just cooked a rather nice salmon a la you
5186,ham,I uploaded mine to Facebook
5187,ham,WHAT TIME U WRKIN?
5188,ham,Okie
5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
5191,ham,"Sorry, I'll call later"
5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
5193,ham,"It's wylie, you in tampa or sarasota?"
5194,ham,Ok... Take ur time n enjoy ur dinner...
5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
5196,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
5197,ham,I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..
5198,ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
5199,ham,Ugh my leg hurts. Musta overdid it on mon.
5200,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
5201,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
5202,ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
5203,ham,Me fine..absolutly fine
5204,ham,How come she can get it? Should b quite diff to guess rite...
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
5206,ham,I will reach ur home in  &lt;#&gt;  minutes
5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
5208,ham,Hi.what you think about match?
5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
5210,ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
5211,ham,It is only yesterday true true.
5212,ham,K.k.how is your business now?
5213,ham,3 pa but not selected.
5214,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
5215,ham,I keep ten rs in my shelf:) buy two egg.
5216,ham,I am late. I will be there at
5217,ham,Well thats nice. Too bad i cant eat it
5218,ham,I accidentally brought em home in the box
5219,ham,Pls she needs to dat slowly or she will vomit more.
5220,ham,I have to take exam with in march 3
5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
5222,ham,5 nights...We nt staying at port step liao...Too ex
5223,ham,If I die I want u to have all my stuffs.
5224,ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
5225,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
5226,ham,Prabha..i'm soryda..realy..frm heart i'm sory
5227,ham,I re-met alex nichols from middle school and it turns out he's dealing!
5228,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
5229,ham,It means u could not keep ur words.
5230,ham,"Nope, I'm still in the market"
5231,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
5232,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
5233,ham,Hey what how about your project. Started aha da.
5234,ham,Ok cool. See ya then.
5235,ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
5236,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
5238,ham,Yeah I can still give you a ride
5239,ham,"Jay wants to work out first, how's 4 sound?"
5240,ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
5241,ham,Its a part of checking IQ
5242,ham,Hmm thinking lor...
5243,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
5244,ham,thanks for the temales it was wonderful. Thank. Have a great week.
5245,ham,Thank you princess! I want to see your nice juicy booty...
5246,ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
5247,ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
5248,ham,U come n search tat vid..not finishd..
5249,ham,"K I'm leaving soon, be there a little after 9"
5250,spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
5251,ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
5252,ham,You do your studies alone without anyones help. If you cant no need to study.
5253,ham,Please tell me not all of my car keys are in your purse
5254,ham,I didnt get anything da
5255,ham,Ok... Sweet dreams...
5256,ham,Well she's in for a big surprise!
5257,ham,"As usual..iam fine, happy &amp; doing well..:)"
5258,ham,1 in cbe. 2 in chennai.
5259,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
5260,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
5261,ham,I absolutely LOVE South Park! I only recently started watching the office.
5262,ham,Did you see that film:)
5263,ham,Pls speak with me. I wont ask anything other then you friendship.
5264,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
5265,ham,Gud ni8.swt drms.take care
5266,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
5267,ham,Anything lar then ü not going home 4 dinner?
5268,ham,"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx"
5269,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
5270,ham,Did u fix the teeth?if not do it asap.ok take care.
5271,ham,So u wan 2 come for our dinner tonight a not?
5272,ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
5273,ham,Its too late:)but its k.wish you the same.
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
